 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-116,48.0184,48.2106,48.3299,48.3371,48.2011,47.9331,47.4902,46.51,45.7491,45.4525,44.9083,44.86,44.8684,44.9658,44.9767,44.9356,44.8139,44.5219,44.0771,43.5541,42.2713,42.4817,45.1996,46.6653,47.1805,
J-117,57.8286,57.7044,57.7164,57.7926,57.8554,57.8052,57.5105,56.6318,55.0551,53.2752,13.8288,13.8276,14.526,16.16,16.7052,16.704,15.8546,12.7185,6.4723,-2.45349,-5.17963,-0.826329,24.2315,43.8553,52.6709,
J-118,56.409,56.2859,56.2993,56.3771,56.4415,56.3933,56.101,55.2256,53.6514,51.873,12.4413,12.4401,13.1371,14.7669,15.3102,15.3091,14.4624,11.3329,5.09394,-3.87453,-6.60066,-2.24739,22.8432,42.4863,51.3072,
J-119,51.9685,52.1628,52.2837,52.2908,52.1531,51.8818,51.4332,50.4396,49.6673,49.3658,48.8109,48.7613,48.7695,48.8682,48.879,48.8369,48.7128,48.4153,47.9621,47.4287,46.1077,46.3228,49.0981,50.5884,51.1114,
J-12,78.866,79.2679,79.6191,79.7862,79.8729,79.8977,79.8404,79.5757,79.2461,78.9937,78.7602,78.5578,78.3728,78.2193,78.0481,77.8644,77.6556,77.3849,77.0383,74.4331,73.785,73.5482,75.1837,75.8644,76.1159,
J-120,42.2735,42.1577,42.1849,42.2779,42.3599,42.3381,42.0879,41.2896,39.7782,38.0273,-1.39191,-1.39312,-0.694485,0.90478,1.42947,1.42833,0.611254,-2.50862,-8.86866,-17.9822,-20.7043,-16.3574,9.03223,28.8629,37.7309,
J-121,43.6975,43.5821,43.6088,43.7003,43.7795,43.7538,43.4998,42.6952,41.1742,39.4194,0.0514864,0.0506259,0.730893,2.32291,2.8479,2.84675,2.02723,-1.06308,-7.41993,-16.5292,-19.25,-14.9052,10.4347,30.24,39.1012,
J-122,64.8085,64.6981,64.7117,64.7804,64.8246,64.7432,64.4033,63.4247,61.7735,59.9782,20.9609,20.9597,21.6592,23.2989,23.8476,23.8465,22.9919,19.8504,13.6139,4.80045,2.18448,6.36599,31.239,50.6807,59.4353,
J-123,64.8436,64.7282,64.7396,64.8083,64.8551,64.7794,64.4466,63.4799,61.837,60.0428,20.9607,20.9596,21.6593,23.2998,23.8488,23.8476,22.9927,19.8496,13.6114,4.79536,2.17861,6.36139,31.2447,50.6977,59.458,
J-124,52.2026,52.0857,52.1065,52.1888,52.2546,52.2102,51.9323,51.0743,49.506,47.7305,8.30531,8.30413,8.9975,10.6166,11.155,11.1538,10.3144,7.20195,0.981544,-8.11924,-10.8468,-6.49114,18.7264,38.4381,47.2731,
J-125,47.942,47.8299,47.8558,47.9426,48.0124,47.9725,47.6997,46.8484,45.2863,43.5151,4.14205,4.14087,4.82992,6.43617,6.96862,6.96748,6.13668,3.04456,-3.25177,-12.3843,-15.1119,-10.7562,14.562,34.3312,43.1819,
J-126,49.3801,49.2587,49.2791,49.3645,49.4377,49.406,49.143,48.317,46.7802,45.0164,5.5813,5.58012,6.26973,7.87792,8.41143,8.4103,7.57798,4.48314,-1.76816,-10.8853,-13.6084,-9.25995,15.9774,35.7143,44.5567,
J-127,42.2736,42.1578,42.1851,42.2781,42.36,42.3381,42.0875,41.2869,39.774,38.0226,-1.39235,-1.39356,-0.694878,0.904468,1.42919,1.42804,0.610932,-2.50911,-8.86944,-17.9833,-20.7055,-16.3585,9.03224,28.863,37.731,
J-128,50.7827,50.6674,50.6899,50.7736,50.8408,50.7979,50.5218,49.666,48.0999,46.3258,6.91768,6.9165,7.60844,9.22328,9.75969,9.75856,8.92195,5.81628,-0.408376,-9.54085,-12.2684,-7.91275,17.3383,37.0692,45.9095,
J-129,49.362,49.2484,49.2726,49.3578,49.4263,49.3849,49.1105,48.2568,46.6926,44.92,5.52982,5.52864,6.21913,7.82968,8.36412,8.36299,7.52927,4.43039,-1.83016,-10.9627,-13.6903,-9.33457,15.95,35.7,44.5454,
J-13,71.16,71.1214,71.1905,71.1709,71.0884,70.9752,70.8134,70.4856,70.1068,69.8023,69.5144,69.2646,69.0356,68.8386,68.6331,68.4223,68.1951,67.92,67.5811,61.4787,60.8136,60.9431,64.643,66.2637,66.8002,
J-130,59.0976,58.9916,59.0109,59.0857,59.1367,59.0632,58.7316,57.7635,56.1221,54.3337,15.3958,15.3946,16.0889,17.713,18.2546,18.2534,17.4094,14.292,8.0817,-0.734217,-3.43958,0.846403,25.6624,45.1738,53.9474,
J-131,59.1107,59.0037,59.0224,59.0972,59.1487,59.0762,58.7464,57.7818,56.1421,54.3535,15.3854,15.3842,16.0791,17.7046,18.2466,18.2455,17.4008,14.2806,8.06445,-0.762272,-3.47083,0.822918,25.6617,45.1781,53.9547,
J-132,50.784,50.6686,50.6911,50.7748,50.842,50.7993,50.5234,49.6681,48.1022,46.3281,6.91851,6.91734,7.60926,9.22408,9.76048,9.75935,8.92276,5.81713,-0.407447,-9.5397,-12.2672,-7.91163,17.3389,37.0702,45.9107,
J-133,66.1716,66.0607,66.0731,66.1404,66.183,66.0993,65.7562,64.7718,63.1181,61.3232,22.3479,22.3467,23.0474,24.6906,25.2408,25.2397,24.3829,21.2355,14.9936,6.17777,3.5608,7.74314,32.612,52.0126,60.7544,
J-134,73.2522,73.136,73.1414,73.2012,73.2353,73.1416,72.7866,71.7839,70.115,68.312,29.2704,29.2693,29.9768,31.6404,32.1996,32.1985,31.3283,28.1487,21.8712,13.0267,10.4029,14.596,39.5473,58.8484,67.5632,
J-135,42.3022,42.1897,42.2178,42.3108,42.3916,42.3657,42.1072,41.3042,39.7902,38.0413,-1.24957,-1.25078,-0.555781,1.03298,1.5544,1.55326,0.74049,-2.36069,-8.6908,-17.7636,-20.4737,-16.1461,9.11387,28.9088,37.7672,
J-136,39.4308,39.3211,39.3533,39.4493,39.532,39.5096,39.2556,38.451,36.9325,35.1824,-4.15977,-4.16098,-3.46473,-1.85277,-1.32427,-1.32544,-2.15187,-5.27285,-11.6138,-20.7021,-23.4167,-19.0818,6.28182,26.1319,35.0069,
J-137,63.3425,63.2335,63.2487,63.319,63.3649,63.2853,62.9468,61.9687,60.3198,58.5274,19.5671,19.566,20.2641,21.8997,22.4465,22.4454,21.5936,18.4582,12.2288,3.42285,0.806242,4.98599,29.832,49.2771,58.0318,
J-138,47.2412,47.4348,47.5548,47.5621,47.4252,47.1554,46.7091,45.7203,44.952,44.6524,44.0881,44.0396,44.0488,44.1486,44.1603,44.1191,43.9959,43.6994,43.2474,42.7156,41.4224,41.6372,44.3993,45.8832,46.4036,
J-139,48.9825,49.1768,49.2975,49.3047,49.1672,48.8961,48.4479,47.4549,46.6831,46.382,45.8237,45.7745,45.7832,45.8824,45.8936,45.8519,45.728,45.4306,44.9774,44.4441,43.1335,43.3488,46.1214,47.6107,48.1332,
J-14,69.6371,69.6211,69.7177,69.7137,69.6363,69.5239,69.3595,69.0204,68.6326,68.3266,68.0385,67.7909,67.5647,67.3717,67.1684,66.9591,66.7321,66.4547,66.1111,60.0674,59.4027,59.5317,63.2287,64.8473,65.3843,
J-140,53.5808,53.4603,53.4763,53.5572,53.6253,53.5817,53.2988,52.4438,50.8869,49.1212,9.82971,9.82853,10.5185,12.1289,12.6642,12.6631,11.8283,8.73148,2.536,-6.46407,-9.17552,-4.84583,20.1428,39.7864,48.6028,
J-141,43.685,43.5639,43.5858,43.6774,43.7623,43.743,43.4943,42.7066,41.1991,39.4527,0.102981,0.101933,0.781959,2.36433,2.88693,2.88578,2.07016,-1.0058,-7.33812,-16.4161,-19.1281,-14.7976,10.4366,30.2243,39.0829,
J-142,64.8236,64.7148,64.7292,64.7979,64.8412,64.7579,64.415,63.4317,61.7791,59.9839,20.9969,20.9958,21.6948,23.3333,23.8816,23.8805,23.0266,19.8869,13.6554,4.84917,2.23525,6.41341,31.2705,50.7049,59.456,
J-143,63.4572,63.3494,63.3653,63.4355,63.4802,63.3987,63.0578,62.0782,60.428,58.6331,19.6161,19.615,20.3131,21.9489,22.4959,22.4948,21.6428,18.5074,12.2804,3.47866,0.863693,5.04107,29.9061,49.3763,58.138,
J-144,47.8792,47.7705,47.796,47.8829,47.9531,47.9088,47.6197,46.7407,45.1668,43.3999,4.27948,4.27829,4.96243,6.55584,7.08333,7.08219,6.2589,3.18929,-3.06076,-12.1316,-14.8411,-10.5145,14.5878,34.3024,43.1365,
J-145,50.3092,50.5033,50.6237,50.6309,50.4936,50.223,49.7755,48.7843,48.0141,47.7138,47.1549,47.1061,47.1151,47.2145,47.226,47.1846,47.0611,46.7644,46.3122,45.7802,44.4801,44.6949,47.4586,48.9441,49.4654,
J-146,50.2729,50.467,50.5875,50.5946,50.4573,50.1867,49.7392,48.748,47.9778,47.6774,47.1175,47.0688,47.0777,47.1772,47.1887,47.1473,47.0238,46.727,46.2746,45.7423,44.4419,44.6567,47.4218,48.9078,49.4291,
J-147,50.8182,50.6997,50.7206,50.8044,50.8735,50.8346,50.5667,49.7439,48.2032,46.4376,7.00275,7.00157,7.69223,9.30378,9.83896,9.83783,9.00309,5.90325,-0.308792,-9.41987,-12.1411,-7.79561,17.3949,37.1083,45.9438,
J-148,46.5414,46.4266,46.4523,46.5406,46.6142,46.5813,46.3209,45.4965,43.9606,42.1985,2.80345,2.80227,3.48901,5.08866,5.6182,5.61706,4.79056,1.70896,-4.6115,-13.729,-16.4522,-12.1035,13.2012,32.9799,41.8339,
J-149,63.5715,63.4305,63.4298,63.5,63.5641,63.521,63.246,62.4321,60.9228,59.16,19.4351,19.4339,20.1378,21.7877,22.34,22.3389,21.4788,18.3176,12.0442,3.18094,0.546452,4.7548,29.8379,49.3839,58.1756,
J-15,81.7155,82.1068,82.4504,82.5988,82.6659,82.671,82.5911,82.2866,81.9224,81.6533,81.4088,81.2009,81.0132,80.8605,80.6874,80.5006,80.2861,80.0039,79.6395,76.6294,75.9704,75.782,77.7264,78.5383,78.8274,
J-150,67.8005,67.6562,67.6513,67.7168,67.7756,67.7265,67.4451,66.6225,65.1067,63.3406,23.5895,23.5883,24.296,25.9576,26.5151,26.514,25.6463,22.4667,16.1741,7.29556,4.66051,8.87187,33.9934,53.4704,62.241,
J-151,59.1002,58.994,59.0132,59.088,59.1391,59.0658,58.7346,57.7672,56.1263,54.3379,15.3954,15.3942,16.0886,17.7127,18.2544,18.2532,17.4091,14.2915,8.08085,-0.735587,-3.4411,0.845006,25.6627,45.1752,53.9492,
J-152,46.9188,46.8164,46.8468,46.9344,47.0011,46.9535,46.6652,45.8046,44.2562,42.5017,3.57054,3.56937,4.24892,5.83244,6.35695,6.35583,5.53727,2.48794,-3.7376,-12.7412,-15.4292,-11.1366,13.8641,33.4651,42.2527,
J-153,52.2488,52.1294,52.149,52.2312,52.2985,52.2573,51.9865,51.1594,49.616,47.8491,8.41748,8.4163,9.10809,10.7232,11.2601,11.259,10.4217,7.31653,1.10878,-7.96433,-10.6845,-6.34071,18.8063,38.4928,47.3202,
J-154,50.7932,50.6761,50.6978,50.7816,50.8498,50.8092,50.5371,49.6915,48.1349,46.3638,6.9397,6.93853,7.6301,9.24399,9.78002,9.77889,8.94284,5.83883,-0.382457,-9.50867,-12.2344,-7.88168,17.3512,37.0785,45.9183,
J-155,46.5208,46.4031,46.4272,46.5155,46.591,46.5617,46.3022,45.4799,43.947,42.1868,2.80274,2.80156,3.48819,5.08756,5.617,5.61586,4.78952,1.7084,-4.61178,-13.7291,-16.4522,-12.1037,13.1967,32.9652,41.8139,
J-156,51.9549,52.1492,52.2701,52.2773,52.1395,51.8682,51.4196,50.4259,49.6535,49.3519,48.7967,48.7472,48.7554,48.8542,48.865,48.8229,48.6988,48.4013,47.948,47.4146,46.0943,46.3095,49.0847,50.5752,51.0982,
J-157,52.8445,52.9279,53.0327,53.102,53.0613,52.8373,52.2997,50.9112,49.2149,47.7754,20.0215,20.0203,20.6274,22.0701,22.5625,22.5614,21.7967,19.062,13.7675,6.39792,4.22219,7.69395,28.0977,42.8016,49.5747,
J-158,54.3837,54.4662,54.5702,54.6387,54.5969,54.3709,53.83,52.4345,50.7296,49.2825,21.3779,21.3766,21.9888,23.4445,23.9419,23.9407,23.1686,20.4108,15.078,7.66105,5.47198,8.96534,29.505,44.2581,51.0577,
J-159,50.7436,50.6326,50.6556,50.7394,50.806,50.7579,50.4662,49.5878,48.0145,46.2456,7.07477,7.07359,7.76077,9.36334,9.89507,9.89394,9.06443,5.98051,-0.201943,-9.27275,-11.9823,-7.65566,17.3943,37.0664,45.8893,
J-16,74.6125,75.004,75.3512,75.5036,75.5742,75.5821,75.5043,75.2008,74.8371,74.5695,74.3268,74.121,73.9354,73.785,73.614,73.429,73.2161,72.9351,72.5713,69.6019,68.9448,68.7594,70.7094,71.5225,71.8131,
J-160,86.3305,86.3279,86.3778,86.4277,86.4135,86.2655,85.8783,84.8756,83.4965,82.1785,58.5784,58.5777,58.9702,59.9029,60.2202,60.2196,59.7269,57.961,54.5937,50.065,48.7639,50.8526,64.62,76.7191,82.6718,
J-162,50.778,50.6628,50.6853,50.7691,50.8361,50.7932,50.517,49.6609,48.0946,46.3207,6.91741,6.91623,7.60811,9.22283,9.75919,9.75806,8.92152,5.8161,-0.408146,-9.54056,-12.2681,-7.91247,17.3372,37.0663,45.9056,
J-163,64.8851,64.7759,64.7901,64.8588,64.9021,64.819,64.4767,63.4957,61.8442,60.0479,21.0065,21.0054,21.7049,23.345,23.8939,23.8928,23.0379,19.8958,13.6613,4.85252,2.23805,6.41715,31.2999,50.7527,59.5098,
J-164,64.8905,64.7815,64.7959,64.8645,64.9077,64.8243,64.4815,63.4998,61.8481,60.0517,21.0163,21.0151,21.7146,23.3546,23.9035,23.9024,23.0476,19.9057,13.6721,4.86475,2.25075,6.42909,31.3097,50.7599,59.5159,
J-165,57.7495,57.6385,57.6562,57.7325,57.7885,57.7238,57.4059,56.4675,54.8462,53.0618,13.9994,13.9982,14.6921,16.3142,16.8548,16.8536,16.0112,12.896,6.68518,-2.18356,-4.89233,-0.566995,24.2833,43.8429,52.6336,
J-166,59.1577,59.0468,59.0637,59.1384,59.1922,59.1241,58.8016,57.8538,56.2252,54.4384,15.3908,15.3896,16.0846,17.7104,18.2526,18.2514,17.4065,14.2859,8.06978,-0.75489,-3.46283,0.83215,25.672,45.2073,53.9906,
J-167,56.3295,56.2198,56.2391,56.3169,56.3744,56.3115,55.9955,55.0595,53.4402,51.6572,12.6095,12.6083,13.3008,14.9189,15.4576,15.4564,14.6167,11.508,5.30406,-3.60607,-6.31492,-1.98945,22.8932,42.4728,51.269,
J-168,52.0676,51.9621,51.9861,52.0685,52.1304,52.0724,51.7615,50.8315,49.2174,47.4383,8.43842,8.43724,9.12553,10.7311,11.2641,11.263,10.4316,7.34263,1.15975,-7.87428,-10.5834,-6.2575,18.7229,38.3617,47.1738,
J-17,85.6012,85.5424,85.5845,85.5441,85.4441,85.3085,85.1165,84.7363,84.3248,84.0084,83.7125,83.4597,83.2295,83.0345,82.8285,82.6157,82.384,82.099,81.7467,75.5336,74.8695,75.011,78.7917,80.4727,81.0303,
J-170,69.006,68.8926,68.902,68.9663,69.0058,68.9186,68.5718,67.5828,65.9255,64.1283,25.1287,25.1276,25.8308,27.4815,28.0351,28.034,27.1722,24.013,17.7583,8.93304,6.31368,10.4995,35.3931,54.7512,63.481,
J-171,55.0862,54.9901,55.0172,55.0961,55.1472,55.0716,54.7362,53.7639,52.1251,50.3386,11.4767,11.4755,12.1646,13.7746,14.3105,14.3094,13.4739,10.3806,4.20668,-4.6987,-7.39639,-3.08858,21.7684,41.3245,50.105,
J-172,60.7238,60.5973,60.6078,60.6809,60.7387,60.6858,60.3967,59.5255,57.9449,56.161,16.6306,16.6295,17.3314,18.9756,19.5252,19.5241,18.668,15.5157,9.25225,0.395903,-2.31523,1.96976,27.0573,46.6526,55.4564,
J-173,49.3697,49.2551,49.2789,49.3642,49.4332,49.3929,49.1207,48.2726,46.713,44.9417,5.54067,5.53949,6.22985,7.84004,8.37432,8.37319,7.5397,4.44142,-1.81751,-10.947,-13.6737,-9.31945,15.9571,35.7064,44.5519,
J-174,45.2688,45.4608,45.5795,45.5867,45.4513,45.1841,44.7421,43.7626,43.0016,42.705,42.1304,42.0829,42.093,42.1931,42.2056,42.1653,42.0432,41.7485,41.2991,40.7707,39.5036,39.7172,42.4593,43.9325,44.4488,
J-175,45.0751,44.958,44.981,45.071,45.1512,45.1234,44.8605,44.0472,42.5275,40.7765,1.46972,1.46853,2.15075,3.73815,4.26269,4.26155,3.44254,0.378188,-5.94588,-15.0309,-17.7449,-13.4112,11.805,31.5708,40.4236,
J-176,56.3575,56.2435,56.2606,56.3384,56.3985,56.3406,56.0341,55.1225,53.5222,51.744,12.6091,12.6079,13.3006,14.9189,15.4576,15.4565,14.6167,11.5072,5.30129,-3.61243,-6.3223,-1.99517,22.9016,42.4885,51.2875,
J-177,63.4156,63.307,63.3224,63.3926,63.4379,63.3573,63.018,62.0404,60.3905,58.5959,19.5798,19.5786,20.2768,21.9129,22.46,22.4589,21.6067,18.4709,12.2422,3.43639,0.819946,4.99953,29.8661,49.3339,58.0955,
J-178,55.0827,54.9559,54.9684,55.0477,55.1166,55.0774,54.8059,53.9904,52.4636,50.7034,11.2734,11.2722,11.964,13.5802,14.1182,14.1171,13.2784,10.1729,3.97163,-4.98267,-7.69293,-3.3651,21.6048,41.2278,50.0394,
J-179,56.5034,56.3754,56.3864,56.4642,56.5315,56.4904,56.2162,55.3943,53.8604,52.0977,12.6637,12.6626,13.3557,14.976,15.5158,15.5147,14.6733,11.5613,5.35336,-3.55944,-6.26958,-1.94195,22.9949,42.5982,51.4043,
J-18,45.0835,44.9647,44.9868,45.0768,45.1581,45.1323,44.8724,44.0676,42.5551,40.8057,1.46691,1.46573,2.14812,3.73598,4.26069,4.25954,3.44028,0.375092,-5.95009,-15.0363,-17.7507,-13.4164,11.8051,31.5737,40.4284,
J-180,55.0569,54.9224,54.9298,55.0092,55.0839,55.0536,54.7942,54.0072,52.5225,50.7724,11.1305,11.1294,11.8243,13.4482,13.989,13.9878,13.1449,10.0252,3.79826,-5.19962,-7.92177,-3.57485,21.5181,41.1755,49.9972,
J-181,59.2598,59.1328,59.1427,59.2175,59.2794,59.2288,58.9343,58.0588,56.4885,54.7088,15.1722,15.171,15.8722,17.5139,18.0621,18.061,17.2068,14.058,7.79426,-1.10413,-3.83494,0.504135,25.6055,45.2277,54.0417,
J-182,51.9833,52.1775,52.2984,52.3055,52.1678,51.8966,51.4481,50.4548,49.6826,49.3811,48.8264,48.7768,48.7849,48.8835,48.8942,48.852,48.7279,48.4304,47.9773,47.4439,46.1211,46.3363,49.1117,50.6021,51.1251,
J-183,50.555,50.7494,50.8703,50.8775,50.7398,50.4684,50.0196,49.0257,48.253,47.9513,47.396,47.3465,47.3547,47.4535,47.4643,47.4222,47.298,47.0004,46.547,46.0133,44.6924,44.9077,47.6842,49.1753,49.6985,
J-184,54.8376,55.0314,55.1521,55.1591,55.0217,54.7511,54.3037,53.313,52.543,52.2424,51.6894,51.6399,51.648,51.7463,51.757,51.715,51.5912,51.2948,50.8431,50.3116,48.9933,49.2075,51.973,53.4589,53.9803,
J-185,50.4386,50.6329,50.7537,50.7608,50.6232,50.3521,49.9037,48.9104,48.1385,47.8373,47.2801,47.2309,47.2394,47.3386,47.3497,47.3079,47.184,46.8867,46.4336,45.9003,44.5884,44.8036,47.5759,49.0651,49.5877,
J-186,54.9891,54.8674,54.8824,54.9617,55.0277,54.9812,54.6907,53.8174,52.245,50.468,11.0533,11.0521,11.7477,13.3733,13.9147,13.9136,13.0697,9.94692,3.71493,-5.29606,-8.02217,-3.66891,21.4545,41.1171,49.9434,
J-187,51.9436,52.1379,52.2588,52.2659,52.1282,51.8569,51.4084,50.415,49.6429,49.3415,48.7861,48.7366,48.7449,48.8437,48.8546,48.8126,48.6885,48.3912,47.938,47.4048,46.0861,46.3013,49.0752,50.5651,51.0879,
J-188,59.1115,59.0044,59.0231,59.0979,59.1495,59.0771,58.7473,57.783,56.1435,54.355,15.3853,15.3841,16.0791,17.7045,18.2466,18.2455,17.4007,14.2805,8.06433,-0.762613,-3.47122,0.822612,25.6618,45.1784,53.9552,
J-189,51.9359,52.1303,52.2512,52.2583,52.1206,51.8493,51.4007,50.4072,49.6349,49.3334,48.7778,48.7284,48.7367,48.8355,48.8464,48.8044,48.6803,48.3829,47.9297,47.3963,46.0776,46.2928,49.0673,50.5574,51.0802,
J-19,85.9538,86.3653,86.7176,86.8999,87.002,87.0425,87.0041,86.7756,86.4778,86.2395,86.0144,85.8148,85.63,85.4728,85.3008,85.1178,84.9122,84.651,84.3201,82.0867,81.4478,81.1568,82.4623,83.0067,83.218,
J-190,38.1157,38.0134,38.0492,38.1464,38.2276,38.1996,37.936,37.1186,35.5985,33.8523,-5.36592,-5.36713,-4.67255,-3.06412,-2.5366,-2.53776,-3.36261,-6.47621,-12.7997,-21.8599,-24.5658,-20.2448,5.09107,24.9036,33.7617,
J-191,57.1698,57.2069,57.2908,57.361,57.3408,57.1492,56.6536,55.3479,53.6418,52.0983,21.2598,21.2585,21.896,23.4054,23.9181,23.917,23.1203,20.2512,14.6591,6.84356,4.53257,8.22219,29.9639,46.0084,53.3505,
J-192,51.6541,51.7344,51.8384,51.9087,51.8708,51.6511,51.119,49.7408,48.0471,46.6013,18.6233,18.622,19.2294,20.6712,21.1627,21.1616,20.3982,17.6631,12.3595,4.97017,2.7881,6.27032,26.7393,41.5606,48.3794,
J-193,63.3796,63.2725,63.2886,63.3587,63.4033,63.3215,62.98,61.9983,60.3477,58.5548,19.6038,19.6026,20.3001,21.9341,22.4805,22.4793,21.6284,18.496,12.273,3.47503,0.860827,5.0369,29.8735,49.3189,58.0707,
J-194,47.3895,47.5835,47.7038,47.711,47.5739,47.3034,46.8562,45.8655,45.0958,44.7957,44.2343,44.1857,44.1949,44.2945,44.3062,44.2648,44.1415,43.8448,43.3924,42.8602,41.5638,41.7787,44.5429,46.0283,46.5494,
J-195,52.7654,52.7599,52.824,52.8922,52.883,52.7043,52.21,50.8772,49.0411,47.317,11.3402,11.3391,12.0139,13.5939,14.122,14.1209,13.2984,10.268,4.22537,-4.729,-7.50272,-3.07293,21.5112,40.0213,48.2215,
J-196,54.1664,54.1056,54.1494,54.2267,54.2551,54.1347,53.718,52.5366,50.7332,48.9113,10.4342,10.433,11.1285,12.7567,13.3002,13.2991,12.4523,9.32917,3.11782,-5.98192,-8.74634,-4.3315,20.933,40.4858,49.2396,
J-197,56.2806,56.4742,56.5949,56.6019,56.4645,56.1939,55.7467,54.7564,53.9864,53.6855,53.1325,53.0826,53.0902,53.1881,53.1983,53.1559,53.0318,52.7351,52.2831,51.7512,50.4213,50.6357,53.4064,54.8939,55.4159,
J-198,59.1731,59.0603,59.0762,59.151,59.2058,59.1399,58.8211,57.8831,56.2619,54.4767,15.389,15.3878,16.0831,17.7094,18.2518,18.2507,17.4054,14.2837,8.06564,-0.761985,-3.47076,0.823369,25.6745,45.2151,54.0008,
