 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-125,56.5888,55.3984,54.4066,53.7189,53.1119,52.6618,56.3547,58.1791,58.8903,59.5062,60.0411,60.5737,61.1308,61.7824,57.0481,54.8088,53.4171,51.6183,53.96,54.3767,54.7208,55.1235,56.8708,60.8023,63.5723,
J-126,62.2455,60.8867,59.7731,59.0056,58.3792,57.9363,61.8326,63.6248,64.3595,64.984,65.5222,66.0538,66.6078,67.2529,62.4051,60.145,58.7105,56.9102,59.4926,59.921,60.2678,60.6691,62.3805,66.2116,68.9651,
J-127,62.5957,59.2681,56.7512,55.0308,54.1006,53.7941,56.2514,58.3032,59.7918,60.7068,61.3809,61.94,62.4707,63.02,60.5159,57.6773,55.4219,53.6143,55.4475,56.3572,56.8702,57.2109,57.7047,59.9365,62.5008,
J-128,65.4905,62.9224,60.9464,59.6026,58.8183,58.4498,61.3028,63.2704,64.5491,65.3796,66.0141,66.5644,67.1004,67.6752,64.0764,61.5994,59.7309,57.9504,60.1858,60.9504,61.4028,61.7397,62.5301,65.2458,67.8546,
J-129,64.129,61.6007,59.6531,58.3295,57.5536,57.1826,59.935,61.9043,63.1735,63.9952,64.6254,65.1753,65.713,66.2923,62.7428,60.2942,58.4473,56.6695,58.8149,59.5629,60.0058,60.3396,61.1601,63.9219,66.5397,
J-13,63.6299,64.1914,64.5021,64.6438,64.3194,63.7006,65.9136,68.3697,69.1625,69.7996,70.3443,70.8822,71.443,72.0958,67.9612,65.8417,64.74,63.0451,64.108,64.5953,64.9604,65.3096,66.5501,70.914,73.6919,
J-130,78.3843,76.7715,75.4798,74.6007,73.9707,73.5439,76.1819,78.1688,79.1054,79.7894,80.3535,80.8929,81.4472,82.0805,78.1585,75.9943,74.5401,72.7858,74.509,75.0188,75.3686,75.709,77.0456,80.4431,83.1207,
J-131,78.9624,77.3798,76.1096,75.2444,74.6206,74.1898,76.7986,78.7899,79.7015,80.3782,80.9399,81.479,82.0338,82.669,78.7672,76.6166,75.1756,73.4224,75.1086,75.6082,75.9534,76.2929,77.6513,81.0916,83.7706,
J-132,51.1671,49.0934,47.4453,46.3121,45.5759,45.1096,48.5171,49.5105,49.8806,50.3442,50.8078,51.3376,51.9258,52.652,48.3412,46.18,44.4839,42.4701,44.9883,44.9147,45.0678,45.6379,48.7291,52.6278,55.5503,
J-133,52.6784,50.6056,48.958,47.8248,47.088,46.6204,50.0247,51.0076,51.3665,51.8257,52.2874,52.8172,53.4064,54.1349,49.8249,47.6638,45.9663,43.9484,46.459,46.3755,46.5256,47.1004,50.2266,54.1365,57.0616,
J-134,60.6706,58.1344,56.1793,54.8515,54.0732,53.7032,56.6954,58.5969,59.8212,60.6432,61.2749,61.8238,62.3591,62.9338,59.1782,56.7713,54.9385,53.1651,55.5219,56.2714,56.7141,57.0436,57.8646,60.612,63.2136,
J-135,61.7859,59.1646,57.1493,55.7793,54.9859,54.6206,57.57,59.4861,60.7358,61.5822,62.2288,62.7813,63.315,63.8809,60.2439,57.7791,55.8983,54.1197,56.4271,57.2112,57.6797,58.0141,58.7643,61.47,64.0689,
J-136,69.1898,68.151,67.2749,66.6653,66.1019,65.6385,68.1496,70.2466,71.097,71.7497,72.3008,72.8392,73.3979,74.0443,70.0221,67.8834,66.5784,64.8273,66.2826,66.7489,67.0951,67.451,68.8874,72.6658,75.4003,
J-137,69.2601,68.2179,67.3402,66.7281,66.1624,65.7002,68.2648,70.3689,71.2161,71.871,72.4241,72.9627,73.5203,74.1646,70.1178,67.9667,66.6566,64.9065,66.4191,66.8931,67.2423,67.5985,69.017,72.8087,75.5485,
J-138,56.0854,58.0836,59.4723,60.2844,60.2178,59.4281,61.2925,64.1128,64.888,65.5217,66.0652,66.6028,67.1637,67.8173,63.654,61.5498,60.7307,59.1404,59.7621,60.2662,60.6394,60.9796,61.9539,66.6778,69.4576,
J-139,61.4691,62.7817,63.6563,64.1484,63.9595,63.2506,65.2849,67.9338,68.7185,69.3554,69.9001,70.4378,70.9984,71.6509,67.5007,65.3938,64.4309,62.7906,63.6292,64.1237,64.4935,64.8374,65.9376,70.4868,73.2645,
J-14,61.7585,62.1431,62.3191,62.3782,62.0159,61.4199,63.6834,66.0742,66.8506,67.4811,68.0228,68.5607,69.1229,69.7794,65.6388,63.5104,62.3645,60.6446,61.7841,62.2531,62.6111,62.9704,64.291,68.6349,71.4169,
J-140,83.8642,82.5336,81.4441,80.6985,80.1,79.6587,82.1985,84.2358,85.1048,85.7585,86.3102,86.8488,87.4071,88.0529,84.0807,81.9441,80.5919,78.8385,80.3611,80.8273,81.1682,81.521,82.9709,86.5847,89.2896,
J-141,83.1741,81.8138,80.7027,79.9432,79.3414,78.9022,81.4455,83.4771,84.3485,85.0025,85.5545,86.093,86.6513,87.2968,83.3309,81.1949,79.8364,78.0828,79.615,80.0819,80.4222,80.7743,82.2229,85.8191,88.5206,
J-142,83.1692,81.7603,80.6142,79.832,79.2254,78.789,81.3392,83.3648,84.2378,84.8932,85.4459,85.9845,86.5424,87.1872,83.2334,81.098,79.7272,77.9736,79.5257,79.995,80.3347,80.6849,82.1269,85.6943,88.3901,
J-143,84.3295,82.921,81.775,80.9927,80.3861,79.9493,82.4986,84.5213,85.3913,86.0455,86.5977,87.1362,87.6944,88.3398,84.3863,82.2509,80.8797,79.125,80.675,81.1416,81.4805,81.832,83.2836,86.854,89.5505,
J-144,70.0982,68.1351,66.5909,65.5494,64.8826,64.4784,67.1076,68.9993,69.9251,70.605,71.1696,71.7076,72.2589,72.8877,69.1687,67.075,65.5182,63.7723,65.6147,66.1257,66.453,66.7587,68.0449,71.2272,73.8509,
J-145,81.7166,80.1817,78.9453,78.1041,77.4855,77.0554,79.6252,81.6253,82.5136,83.1749,83.7304,84.269,84.8257,85.4671,81.5577,79.4283,78.0153,76.2628,77.8824,78.3624,78.7004,79.0417,80.4478,83.9304,86.6107,
J-146,53.9336,51.8574,50.2223,49.1107,48.4084,48.0145,50.7897,52.369,53.1273,53.7267,54.2544,54.7843,55.3405,55.9946,52.3121,50.4094,48.8456,47.0797,49.1049,49.4513,49.6916,49.9855,51.6376,54.7841,57.4175,
J-147,78.9367,77.0956,75.6367,74.6468,74.0045,73.6233,76.0793,77.6878,78.4286,79.0312,79.5576,80.0818,80.6297,81.2672,77.8934,76.1444,74.6436,72.9117,74.6914,75.1006,75.3425,75.5723,76.9702,80.0838,82.6545,
J-148,74.9177,73.0766,71.6178,70.6282,69.9863,69.6059,72.0612,73.6689,74.4103,75.0131,75.5395,76.0636,76.6113,77.2485,73.8762,72.1311,70.632,68.9022,70.6832,71.0909,71.3307,71.5579,72.953,76.0631,78.6309,
J-149,76.6499,74.9181,73.541,72.6051,71.9984,71.6439,73.9568,75.3979,76.0431,76.603,77.1071,77.6204,78.1618,78.7959,75.6859,74.1754,72.7171,71.0121,72.7634,73.1144,73.3006,73.462,74.8511,77.8538,80.3363,
J-15,56.7769,56.3439,55.9086,55.5802,55.0746,54.5702,57.509,59.5852,60.2908,60.9032,61.4377,61.9735,62.5358,63.1959,58.817,56.637,55.3318,53.5471,55.2265,55.6593,56.0098,56.3912,58.0116,62.2367,65.034,
J-150,82.003,80.2778,78.9049,77.9713,77.3652,77.0095,79.3118,80.7329,81.3592,81.9115,82.4121,82.9249,83.4674,84.1045,81.0072,79.5023,78.048,76.345,78.0713,78.4061,78.5929,78.7655,80.1922,83.208,85.6928,
J-151,46.1323,44.3056,42.8542,41.8649,41.1846,40.7616,45.227,46.9337,47.7372,48.3871,48.935,49.4638,50.0088,50.6351,45.467,43.1478,41.5897,39.7848,43.052,43.515,43.87,44.2666,45.8685,49.4146,52.1207,
J-152,47.2965,45.4698,44.0184,43.0292,42.3488,41.9258,46.3913,48.098,48.9015,49.5513,50.0992,50.628,51.173,51.7993,46.6313,44.312,42.754,40.949,44.2162,44.6792,45.0342,45.4308,47.0328,50.5788,53.2849,
J-153,59.207,59.6137,59.8066,59.8766,59.5185,58.9216,61.1888,63.5964,64.3837,65.0188,65.5626,66.1005,66.6617,67.3155,63.1669,61.0366,59.8976,58.1831,59.3297,59.8101,60.1715,60.5257,61.8056,66.1483,68.9288,
J-154,54.068,54.8158,55.2639,55.4926,55.1926,54.5573,56.7965,59.2914,60.0595,60.6882,61.229,61.7664,62.3283,62.9845,58.7909,56.6603,55.5741,53.8785,54.9534,55.439,55.8028,56.1557,57.4005,61.8682,64.6533,
J-155,69.1346,68.3825,67.7176,67.2431,66.7177,66.23,68.6871,70.847,71.6871,72.337,72.887,73.4254,73.9844,74.632,70.5774,68.4445,67.173,65.4253,66.8079,67.2747,67.6245,67.9809,69.3933,73.2944,76.0392,
J-156,69.0198,68.2829,67.6293,67.162,66.6388,66.1496,68.6043,70.7676,71.6069,72.2567,72.8066,73.345,73.9041,74.5517,70.4962,68.3635,67.0932,65.3459,66.7258,67.1928,67.5429,67.8992,69.3095,73.2164,75.9617,
J-157,62.9517,60.0777,57.8836,56.3882,55.5458,55.2016,57.9035,59.8861,61.2558,62.1345,62.7924,63.348,63.8806,64.4399,61.2515,58.636,56.6151,54.8243,56.9141,57.7636,58.2531,58.5909,59.2062,61.7664,64.3592,
J-158,63.1076,60.348,58.2354,56.7969,55.9765,55.6232,58.3443,60.3203,61.6673,62.5302,63.1802,63.734,64.2681,64.833,61.5104,58.9495,56.9863,55.1997,57.3211,58.1417,58.6177,58.9545,59.6277,62.2507,64.8516,
J-159,78.0829,76.5996,75.4012,74.5804,73.9536,73.5212,76.3869,78.3741,79.2793,79.9595,80.5241,81.0633,81.6162,82.2481,78.1495,75.9348,74.5205,72.7624,74.6335,75.1582,75.5188,75.8664,77.209,80.7451,83.4569,
J-16,61.3107,60.8299,60.3593,60.0082,59.496,58.9953,61.9803,64.0394,64.7444,65.3567,65.8911,66.4267,66.9888,67.6486,63.2488,61.0654,59.7558,57.97,59.6871,60.1183,60.4682,60.8512,62.4823,66.6906,69.4867,
J-160,80.3026,78.8197,77.6216,76.8007,76.1736,75.7407,78.6049,80.5871,81.4871,82.1653,82.729,83.2681,83.8215,84.4545,80.3563,78.1415,76.7267,74.9666,76.8342,77.3542,77.7134,78.0632,79.4222,82.9636,85.6766,
J-161,82.1796,80.9986,80.0177,79.3423,78.7601,78.3091,80.8253,82.891,83.7491,84.3984,84.948,85.4865,86.0458,86.6939,82.6889,80.5523,79.2315,77.4783,78.9454,79.4057,79.7482,80.1054,81.5688,85.2729,87.9934,
J-162,83.4503,82.2697,81.289,80.6136,80.0311,79.5797,82.0946,84.1562,85.0099,85.6574,86.2064,86.7448,87.3044,87.9534,83.9488,81.8122,80.4909,78.7361,80.2002,80.6566,80.998,81.357,82.8341,86.5426,89.2641,
J-163,57.5376,55.458,53.808,52.6764,51.9457,51.4906,54.7789,55.8916,56.3699,56.8722,57.352,57.882,58.4627,59.169,54.9117,52.7581,51.0731,49.0913,51.6259,51.6249,51.7972,52.329,55.1187,58.8692,61.7451,
J-164,50.8619,48.7822,47.1321,46.0005,45.2699,44.8149,48.1033,49.2166,49.6954,50.1979,50.6779,51.2078,51.7884,52.4947,48.2373,46.0838,44.3988,42.4172,44.9522,44.9516,45.1241,45.6557,48.4436,52.1936,55.0693,
J-165,77.873,76.3419,75.1084,74.2684,73.6508,73.2194,75.7934,77.7971,78.6845,79.3469,79.903,80.4417,80.9981,81.6391,77.734,75.6011,74.1846,72.4323,74.0607,74.5444,74.8837,75.2245,76.6208,80.1035,82.7847,
J-166,82.4761,81.0028,79.8107,78.998,78.3859,77.9522,80.5157,82.5304,83.4129,84.0726,84.6273,85.1659,85.723,86.3654,82.4359,80.3017,78.9066,77.154,78.7479,79.2256,79.5654,79.9103,81.3252,84.8481,87.536,
J-167,55.8382,53.6412,51.9226,50.7565,50.0349,49.6476,52.4474,54.1501,55.033,55.7041,56.2648,56.8007,57.3505,57.9781,54.295,52.2578,50.6489,48.9016,50.933,51.3971,51.6932,51.9897,53.3922,56.4311,59.0489,
J-168,56.5183,54.358,52.6654,51.5172,50.8021,50.414,53.1983,54.8842,55.7379,56.3961,56.9506,57.4852,58.0359,58.6675,54.9925,52.993,51.4046,49.6605,51.6666,52.1077,52.391,52.682,54.1247,57.1878,59.8055,
J-169,56.8629,54.7414,53.0768,51.9482,51.2416,50.855,53.6027,55.2882,56.1234,56.7733,57.3237,57.857,58.4076,59.0408,55.3928,53.4353,51.8795,50.1512,52.0987,52.528,52.8008,53.0797,54.5275,57.5995,60.2082,
J-17,55.8469,54.7871,53.8903,53.2644,52.673,52.2164,55.7598,57.6174,58.3176,58.9293,59.4627,59.996,60.5549,61.2101,56.5551,54.3299,52.9658,51.1684,53.3486,53.7614,54.1048,54.5065,56.2606,60.2591,63.0387,
J-170,56.3995,54.2781,52.6133,51.4841,50.7756,50.3866,53.1562,54.824,55.6445,56.2882,56.8358,57.3689,57.9206,58.5567,54.8883,52.9303,51.3646,49.6242,51.6051,52.0208,52.2898,52.575,54.0638,57.1511,59.7688,
J-171,68.2961,66.2318,64.6144,63.5313,62.8377,62.452,65.1086,66.9299,67.8581,68.5412,69.1068,69.6434,70.192,70.8152,67.1444,65.0947,63.5176,61.7861,63.6973,64.1907,64.4986,64.7836,66.0661,69.1629,71.7672,
J-172,68.4215,66.3727,64.7681,63.6828,62.998,62.5947,65.2637,67.2219,68.2445,68.963,69.5453,70.0874,70.6366,71.2547,67.5078,65.2909,63.6763,61.9175,63.8206,64.3978,64.7642,65.0893,66.2629,69.3719,72.0035,
J-173,69.4686,67.4197,65.8152,64.7299,64.0451,63.6417,66.3108,68.269,69.2916,70.0101,70.5924,71.1345,71.6837,72.3017,68.5549,66.338,64.7234,62.9646,64.8677,65.4448,65.8112,66.1364,67.3099,70.419,73.0506,
J-174,71.117,68.8339,67.0617,65.8578,65.119,64.7329,67.595,69.5589,70.772,71.5685,72.1861,72.7333,73.2732,73.8612,70.0297,67.6461,65.9084,64.1345,66.3641,67.0654,67.4917,67.831,68.7575,71.5928,74.2375,
J-175,70.4288,68.0917,66.2808,65.0509,64.3051,63.9216,66.7788,68.7434,69.9599,70.759,71.3781,71.9257,72.4652,73.0521,69.271,66.876,65.1152,63.3407,65.5572,66.2652,66.6941,67.0326,67.9455,70.7537,73.3846,
J-176,74.4358,72.2334,70.5189,69.3493,68.6152,68.2241,71.7371,73.6661,74.768,75.5379,76.1443,76.6865,77.2233,77.8117,73.5134,71.1021,69.3858,67.6077,70.3016,70.9883,71.4193,71.7672,72.7534,75.8584,78.5154,
J-177,80.7723,78.6241,76.9482,75.8046,75.08,74.6847,78.1689,80.1002,81.1741,81.9307,82.5309,83.0723,83.611,84.2051,79.9101,77.5183,75.8272,74.0507,76.6776,77.3406,77.762,78.1127,79.1559,82.3199,84.9796,
J-178,64.1993,61.6621,59.708,58.38,57.6027,57.2323,59.981,61.9507,63.2228,64.0452,64.6758,65.2258,65.7635,66.3424,62.8024,60.3511,58.5001,56.7222,58.8651,59.6149,60.0585,60.3922,61.2093,63.9583,66.5742,
J-179,67.5693,65.0811,63.1619,61.8586,61.0914,60.7176,63.4627,65.4189,66.6544,67.4628,68.0869,68.6357,69.1746,69.7584,66.1987,63.7841,61.9613,60.1868,62.3074,63.0321,63.4635,63.794,64.6604,67.4486,70.0649,
J-18,51.8692,50.8244,49.9383,49.3195,48.7298,48.2718,51.7897,53.6475,54.3425,54.9523,55.485,56.0184,56.5779,57.2344,52.5955,50.3722,49.0084,47.2095,49.3633,49.7726,50.1151,50.5181,52.2851,56.2961,59.0787,
J-180,77.0987,75.604,74.3989,73.5687,72.9337,72.5027,75.8696,77.8475,78.7387,79.4192,79.984,80.5206,81.0691,81.6943,77.2404,74.9742,73.5248,71.7626,74.0429,74.5787,74.9547,75.3173,76.6469,80.2345,82.9475,
J-181,80.5812,78.5261,76.9169,75.8179,75.1056,74.7053,78.2027,80.1349,81.1977,81.9532,82.5521,83.0932,83.6322,84.2273,79.8511,77.4763,75.8228,74.0477,76.6962,77.351,77.769,78.121,79.1794,82.4024,85.0771,
J-182,69.3252,67.9609,66.85,66.0806,65.4616,65.0226,68.3936,70.3739,71.2443,71.9219,72.4844,73.0207,73.5701,74.1974,69.6997,67.4408,66.0344,64.2747,66.5191,67.0402,67.4129,67.7809,69.1466,72.8131,75.5402,
J-183,72.6345,71.2517,70.1277,69.3496,68.7275,68.29,71.7303,73.7037,74.5727,75.2492,75.8115,76.3474,76.8962,77.5229,72.9843,70.7195,69.306,67.5453,69.8469,70.3705,70.7445,71.113,72.4758,76.1413,78.8642,
J-184,67.9867,65.9291,64.3166,63.2372,62.5446,62.1588,64.8114,66.6347,67.5613,68.2437,68.8089,69.3455,69.8941,70.5176,66.846,64.7982,63.2233,61.492,63.3989,63.891,64.1982,64.483,65.7671,68.8686,71.4727,
J-185,67.7647,65.7671,64.1979,63.1423,62.4652,62.0688,64.7057,66.5631,67.4854,68.1648,68.7289,69.266,69.8162,70.443,66.7478,64.679,63.1171,61.3772,63.242,63.7435,64.0611,64.3575,65.6478,68.7973,71.4126,
J-186,68.1588,67.272,66.5076,65.9698,65.4247,64.9497,67.4408,69.5655,70.4085,71.0593,71.61,72.1484,72.7073,73.354,69.3132,67.1761,65.8899,64.1396,65.5607,66.0264,66.3745,66.7316,68.1603,72.0055,74.7478,
J-187,67.0482,66.1615,65.397,64.8592,64.3141,63.8392,66.3302,68.455,69.298,69.9488,70.4995,71.0379,71.5967,72.2435,68.2027,66.0656,64.7793,63.0291,64.4502,64.916,65.2641,65.6212,67.0498,70.8949,73.6372,
J-188,73.0996,72.0909,71.2362,70.6411,70.0809,69.6157,72.1109,74.2127,75.0592,75.7081,76.2577,76.7961,77.3554,78.0036,73.9766,71.8404,70.5406,68.7885,70.2208,70.6826,71.0283,71.3861,72.8352,76.6356,79.3722,
J-189,71.2304,70.2223,69.3678,68.7727,68.2122,67.7462,70.2397,72.3356,73.1759,73.8224,74.3709,74.9094,75.4692,76.1187,72.0922,69.956,68.6555,66.901,68.3292,68.7854,69.1295,69.4899,70.9583,74.765,77.503,
J-19,70.0422,68.0997,66.5706,65.5381,64.8747,64.468,67.0941,68.9976,69.9213,70.5999,71.164,71.7023,72.2543,72.8845,69.1523,67.0501,65.4982,63.7496,65.5799,66.091,66.4209,66.7311,68.0255,71.2249,73.8519,
J-190,70.1017,68.9327,67.9628,67.2897,66.7072,66.2526,68.91,70.9888,71.8456,72.5076,73.0646,73.6035,74.1591,74.7992,70.7352,68.5646,67.2232,65.471,67.1054,67.5916,67.9436,68.2987,69.6976,73.4232,76.1615,
J-191,68.8912,67.895,67.0514,66.4614,65.9009,65.4359,68.0319,70.1577,70.9994,71.6529,72.2053,72.7438,73.3013,73.9459,69.8598,67.7035,66.4037,64.6531,66.1826,66.6594,67.0109,67.3683,68.777,72.6048,75.3446,
J-192,50.8845,48.8074,47.158,46.0248,45.2903,44.8284,48.2459,49.2735,49.6797,50.1576,50.6274,51.1571,51.7423,52.461,48.1474,45.9862,44.2943,42.2943,44.8367,44.7955,44.958,45.5129,48.491,52.3534,55.2677,
J-193,51.3004,49.2249,47.5761,46.443,45.7076,45.2435,48.6561,49.6668,50.0552,50.526,50.9928,51.5225,52.1092,52.8316,48.5194,46.3582,44.6642,42.6575,45.1879,45.1307,45.2885,45.8509,48.8849,52.7652,55.6835,
J-194,61.1289,58.7705,56.9415,55.7037,54.9582,54.5813,57.4062,59.2667,60.3632,61.1237,61.7261,62.2698,62.8113,63.4081,59.7241,57.4689,55.7408,53.9844,56.1274,56.7624,57.1453,57.4574,58.4952,61.374,63.9808,
J-195,61.3615,58.8951,56.9895,55.6968,54.9313,54.5587,57.4639,59.3517,60.5224,61.3184,61.9377,62.4845,63.0225,63.6067,59.8973,57.5533,55.7627,53.9963,56.251,56.9513,57.3686,57.6909,58.6056,61.3987,64.0027,
J-196,70.0685,69.0554,68.1978,67.6004,67.0399,66.575,69.0756,71.1789,72.0269,72.6777,73.228,73.7665,74.3255,74.9728,70.9454,68.8083,67.5087,65.7572,67.1962,67.6603,68.0065,68.3633,69.8051,73.6024,76.3385,
