ID,Modified_cluster_id
J-246,2
J-255,2
J-256,2
J-257,2
J-260,2
J-261,2
J-356,2
J-357,2
J-397,2
J-398,2
J-446,2
J-508,2
J-509,2
J-558,2
J-577,2
J-578,2
J-586,2
J-587,2
J-594,2
J-606,2
J-607,2
J-628,2
J-639,2
J-64,2
J-640,2
J-65,2
J-654,2
J-679,2
J-680,2
J-69,2
J-698,2
J-699,2
J-70,2
J-721,2
J-74,2
J-783,2
J-818,2
J-828,2
J-851,2
J-857,2
J-863,2
J-890,2
J-920,2
J-999,2
J-1001,3
J-101,3
J-102,3
J-1047,3
J-110,3
J-111,3
J-1112,3
J-1121,3
J-1128,3
J-114,3
J-1186,3
J-1201,3
J-1220,3
J-13,3
J-14,3
J-140,3
J-148,3
J-163,3
J-177,3
J-18,3
J-180,3
J-181,3
J-19,3
J-196,3
J-206,3
J-21,3
J-218,3
J-22,3
J-3,3
J-312,3
J-313,3
J-329,3
J-330,3
J-352,3
J-4,3
J-426,3
J-427,3
J-45,3
J-46,3
J-494,3
J-5,3
J-585,3
J-6,3
J-60,3
J-61,3
J-675,3
J-676,3
J-681,3
J-694,3
J-704,3
J-71,3
J-710,3
J-711,3
J-72,3
J-73,3
J-749,3
J-768,3
J-83,3
J-84,3
J-872,3
J-93,3
J-94,3
J-948,3
J-949,3
J-95,3
J-952,3
J-96,3
J-97,3
J-987,3
J-99,3
J-992,3
J-1002,4
J-1066,4
J-1067,4
J-1068,4
J-1080,4
J-1092,4
J-1106,4
J-1131,4
J-1188,4
J-1279,4
J-1280,4
J-1283,4
J-146,4
J-471,4
J-472,4
J-478,4
J-479,4
J-506,4
J-507,4
J-520,4
J-521,4
J-551,4
J-552,4
J-595,4
J-601,4
J-602,4
J-617,4
J-625,4
J-633,4
J-634,4
J-643,4
J-726,4
J-727,4
J-731,4
J-732,4
J-753,4
J-774,4
J-810,4
J-811,4
J-822,4
J-896,4
J-940,4
J-1004,5
J-1007,5
J-1018,5
J-1019,5
J-1021,5
J-1036,5
J-1039,5
J-1040,5
J-1044,5
J-1052,5
J-1060,5
J-11,5
J-1100,5
J-1102,5
J-1111,5
J-112,5
J-113,5
J-117,5
J-118,5
J-119,5
J-12,5
J-122,5
J-123,5
J-124,5
J-1248,5
J-125,5
J-1250,5
J-126,5
J-127,5
J-128,5
J-130,5
J-131,5
J-138,5
J-139,5
J-15,5
J-152,5
J-153,5
J-156,5
J-157,5
J-158,5
J-16,5
J-166,5
J-169,5
J-17,5
J-170,5
J-172,5
J-173,5
J-179,5
J-182,5
J-186,5
J-190,5
J-191,5
J-197,5
J-198,5
J-211,5
J-212,5
J-213,5
J-215,5
J-216,5
J-219,5
J-28,5
J-29,5
J-342,5
J-353,5
J-384,5
J-404,5
J-405,5
J-43,5
J-430,5
J-44,5
J-460,5
J-47,5
J-48,5
J-513,5
J-53,5
J-56,5
J-568,5
J-57,5
J-58,5
J-588,5
J-589,5
J-59,5
J-597,5
J-598,5
J-62,5
J-63,5
J-669,5
J-68,5
J-7,5
J-703,5
J-705,5
J-735,5
J-736,5
J-743,5
J-75,5
J-76,5
J-772,5
J-773,5
J-799,5
J-8,5
J-800,5
J-801,5
J-817,5
J-823,5
J-825,5
J-860,5
J-87,5
J-916,5
J-922,5
J-923,5
J-986,5
J-1005,6
J-1012,6
J-1093,6
J-1097,6
J-1101,6
J-1132,6
J-1177,6
J-1194,6
J-1214,6
J-1260,6
J-226,6
J-227,6
J-228,6
J-230,6
J-231,6
J-232,6
J-233,6
J-262,6
J-264,6
J-265,6
J-269,6
J-270,6
J-288,6
J-300,6
J-301,6
J-304,6
J-351,6
J-364,6
J-369,6
J-370,6
J-408,6
J-504,6
J-527,6
J-528,6
J-530,6
J-560,6
J-561,6
J-564,6
J-599,6
J-600,6
J-608,6
J-609,6
J-614,6
J-670,6
J-729,6
J-737,6
J-742,6
J-766,6
J-767,6
J-797,6
J-804,6
J-805,6
J-806,6
J-826,6
J-829,6
J-831,6
J-842,6
J-846,6
J-859,6
J-870,6
J-871,6
J-881,6
J-882,6
J-892,6
J-927,6
J-928,6
J-1006,7
J-1022,7
J-1023,7
J-103,7
J-1033,7
J-1051,7
J-1053,7
J-1065,7
J-1079,7
J-1108,7
J-1119,7
J-1148,7
J-1180,7
J-1182,7
J-1196,7
J-120,7
J-1200,7
J-1218,7
J-1259,7
J-1266,7
J-1274,7
J-1284,7
J-1285,7
J-1289,7
J-1293,7
J-149,7
J-159,7
J-160,7
J-167,7
J-168,7
J-185,7
J-195,7
J-277,7
J-278,7
J-311,7
J-331,7
J-332,7
J-341,7
J-36,7
J-362,7
J-363,7
J-37,7
J-40,7
J-400,7
J-401,7
J-433,7
J-473,7
J-484,7
J-524,7
J-547,7
J-548,7
J-55,7
J-562,7
J-563,7
J-566,7
J-567,7
J-604,7
J-605,7
J-618,7
J-638,7
J-641,7
J-646,7
J-695,7
J-702,7
J-713,7
J-714,7
J-752,7
J-77,7
J-78,7
J-79,7
J-80,7
J-81,7
J-814,7
J-82,7
J-820,7
J-821,7
J-835,7
J-839,7
J-879,7
J-88,7
J-880,7
J-89,7
J-894,7
J-911,7
J-912,7
J-913,7
J-921,7
J-988,7
J-989,7
J-1010,8
J-1109,8
J-1113,8
J-1114,8
J-1153,8
J-1160,8
J-1206,8
J-1209,8
J-1212,8
J-1225,8
J-1226,8
J-1228,8
J-1232,8
J-1236,8
J-1238,8
J-1277,8
J-1278,8
J-132,8
J-201,8
J-268,8
J-34,8
J-346,8
J-347,8
J-35,8
J-350,8
J-553,8
J-554,8
J-569,8
J-570,8
J-575,8
J-650,8
J-651,8
J-656,8
J-657,8
J-66,8
J-663,8
J-664,8
J-673,8
J-674,8
J-745,8
J-746,8
J-750,8
J-751,8
J-836,8
J-869,8
J-938,8
J-990,8
J-1013,9
J-1020,9
J-1024,9
J-1025,9
J-1026,9
J-1031,9
J-1032,9
J-1035,9
J-1045,9
J-1049,9
J-1056,9
J-1057,9
J-1099,9
J-1104,9
J-1115,9
J-1146,9
J-1147,9
J-1151,9
J-1155,9
J-1189,9
J-1190,9
J-1191,9
J-1192,9
J-1193,9
J-1198,9
J-1204,9
J-1276,9
J-164,9
J-200,9
J-23,9
J-247,9
J-248,9
J-275,9
J-276,9
J-280,9
J-281,9
J-282,9
J-283,9
J-289,9
J-290,9
J-294,9
J-295,9
J-309,9
J-310,9
J-318,9
J-321,9
J-340,9
J-371,9
J-390,9
J-393,9
J-394,9
J-437,9
J-438,9
J-441,9
J-442,9
J-443,9
J-444,9
J-451,9
J-452,9
J-453,9
J-454,9
J-459,9
J-462,9
J-463,9
J-464,9
J-465,9
J-503,9
J-531,9
J-559,9
J-576,9
J-603,9
J-619,9
J-620,9
J-621,9
J-644,9
J-645,9
J-658,9
J-659,9
J-665,9
J-686,9
J-687,9
J-690,9
J-725,9
J-747,9
J-748,9
J-754,9
J-757,9
J-758,9
J-770,9
J-782,9
J-807,9
J-832,9
J-841,9
J-847,9
J-877,9
J-878,9
J-895,9
J-917,9
J-918,9
J-943,9
J-946,9
J-947,9
J-959,9
J-991,9
J-1016,10
J-1116,10
J-1117,10
J-1133,10
J-1157,10
J-1159,10
J-1164,10
J-1167,10
J-1184,10
J-1221,10
J-1222,10
J-1229,10
J-1230,10
J-1233,10
J-1234,10
J-1281,10
J-1286,10
J-202,10
J-428,10
J-429,10
J-538,10
J-539,10
J-583,10
J-739,10
J-761,10
J-786,10
J-852,10
J-853,10
J-897,10
J-898,10
J-924,10
J-925,10
J-936,10
J-937,10
J-939,10
J-970,10
J-971,10
J-972,10
J-975,10
J-976,10
J-977,10
J-981,10
J-1017,11
J-931,11
J-932,11
J-1027,12
J-1028,12
J-1034,12
J-1058,12
J-1061,12
J-1064,12
J-1069,12
J-1070,12
J-1074,12
J-1075,12
J-1076,12
J-1085,12
J-1087,12
J-1089,12
J-1095,12
J-1103,12
J-1107,12
J-1118,12
J-1136,12
J-1138,12
J-1163,12
J-1168,12
J-1169,12
J-1170,12
J-1171,12
J-1178,12
J-1202,12
J-1207,12
J-1213,12
J-1219,12
J-1241,12
J-1242,12
J-1243,12
J-1244,12
J-1245,12
J-1273,12
J-1305,12
J-1306,12
J-1308,12
J-1310,12
J-1311,12
J-154,12
J-155,12
J-161,12
J-165,12
J-174,12
J-175,12
J-208,12
J-209,12
J-30,12
J-308,12
J-31,12
J-324,12
J-325,12
J-326,12
J-336,12
J-337,12
J-355,12
J-358,12
J-359,12
J-372,12
J-374,12
J-38,12
J-380,12
J-381,12
J-39,12
J-406,12
J-407,12
J-416,12
J-418,12
J-431,12
J-432,12
J-461,12
J-468,12
J-469,12
J-470,12
J-476,12
J-477,12
J-488,12
J-489,12
J-49,12
J-50,12
J-532,12
J-533,12
J-54,12
J-542,12
J-543,12
J-610,12
J-613,12
J-615,12
J-622,12
J-631,12
J-637,12
J-668,12
J-709,12
J-837,12
J-874,12
J-899,12
J-900,12
J-904,12
J-905,12
J-942,12
J-969,12
J-973,12
J-974,12
J-980,12
J-993,12
J-994,12
J-995,12
J-997,12
J-1029,13
J-1030,13
J-1055,13
J-1083,13
J-1269,13
J-1270,13
J-1288,13
J-141,13
J-147,13
J-229,13
J-243,13
J-254,13
J-314,13
J-449,13
J-450,13
J-474,13
J-475,13
J-499,13
J-549,13
J-550,13
J-572,13
J-573,13
J-666,13
J-667,13
J-677,13
J-678,13
J-692,13
J-755,13
J-775,13
J-776,13
J-827,13
J-833,13
J-834,13
J-850,13
J-901,13
J-902,13
J-903,13
J-908,13
J-909,13
J-910,13
J-950,13
J-951,13
J-954,13
J-962,13
J-965,13
J-979,13
J-1037,14
J-1042,14
J-1086,14
J-1122,14
J-1123,14
J-1124,14
J-115,14
J-1195,14
J-1199,14
J-1203,14
J-1223,14
J-1227,14
J-1237,14
J-1240,14
J-1249,14
J-1251,14
J-1252,14
J-1262,14
J-1263,14
J-1264,14
J-1272,14
J-1282,14
J-1287,14
J-142,14
J-171,14
J-187,14
J-189,14
J-207,14
J-222,14
J-223,14
J-41,14
J-419,14
J-42,14
J-420,14
J-480,14
J-481,14
J-482,14
J-483,14
J-490,14
J-525,14
J-526,14
J-546,14
J-67,14
J-684,14
J-685,14
J-706,14
J-707,14
J-717,14
J-718,14
J-778,14
J-843,14
J-873,14
J-90,14
J-91,14
J-92,14
J-953,14
J-963,14
J-964,14
J-968,14
J-978,14
J-98,14
J-104,15
J-105,15
J-1062,15
J-1063,15
J-107,15
J-108,15
J-1088,15
J-109,15
J-1098,15
J-1105,15
J-1158,15
J-1174,15
J-1175,15
J-1181,15
J-1185,15
J-1205,15
J-1253,15
J-1258,15
J-1275,15
J-1290,15
J-1292,15
J-1295,15
J-1296,15
J-176,15
J-183,15
J-184,15
J-199,15
J-214,15
J-238,15
J-239,15
J-249,15
J-263,15
J-271,15
J-272,15
J-335,15
J-348,15
J-349,15
J-367,15
J-368,15
J-375,15
J-376,15
J-387,15
J-388,15
J-389,15
J-411,15
J-425,15
J-485,15
J-486,15
J-497,15
J-498,15
J-514,15
J-579,15
J-580,15
J-635,15
J-636,15
J-712,15
J-719,15
J-722,15
J-728,15
J-730,15
J-762,15
J-763,15
J-802,15
J-803,15
J-812,15
J-813,15
J-815,15
J-819,15
J-824,15
J-840,15
J-867,15
J-868,15
J-906,15
J-907,15
J-935,15
J-955,15
J-957,15
J-958,15
J-960,15
J-1046,16
J-1091,16
J-1096,16
J-1126,16
J-1127,16
J-1129,16
J-1130,16
J-1134,16
J-1135,16
J-1161,16
J-1162,16
J-1165,16
J-1166,16
J-1173,16
J-1176,16
J-1183,16
J-1197,16
J-1215,16
J-1216,16
J-1224,16
J-1231,16
J-1235,16
J-1239,16
J-1246,16
J-1247,16
J-305,16
J-495,16
J-496,16
J-510,16
J-511,16
J-512,16
J-522,16
J-590,16
J-688,16
J-689,16
J-691,16
J-785,16
J-787,16
J-788,16
J-793,16
J-794,16
J-816,16
J-865,16
J-866,16
J-875,16
J-876,16
J-887,16
J-889,16
J-961,16
J-967,16
J-982,16
J-983,16
J-1050,17
J-1054,17
J-1110,17
J-1140,17
J-1254,17
J-134,17
J-135,17
J-244,17
J-293,17
J-327,17
J-328,17
J-345,17
J-354,17
J-360,17
J-361,17
J-385,17
J-386,17
J-395,17
J-396,17
J-423,17
J-445,17
J-493,17
J-515,17
J-518,17
J-519,17
J-523,17
J-571,17
J-593,17
J-649,17
J-655,17
J-671,17
J-672,17
J-682,17
J-683,17
J-708,17
J-734,17
J-808,17
J-809,17
J-830,17
J-858,17
J-893,17
J-956,17
J-1077,18
J-1078,18
J-1090,18
J-1187,18
J-296,18
J-297,18
J-377,18
J-378,18
J-455,18
J-456,18
J-592,18
J-647,18
J-933,18
J-1152,19
J-1267,19
J-1268,19
J-1291,19
J-204,19
J-205,19
J-24,19
J-242,19
J-25,19
J-252,19
J-273,19
J-274,19
J-291,19
J-292,19
J-298,19
J-299,19
J-302,19
J-303,19
J-315,19
J-402,19
J-403,19
J-409,19
J-410,19
J-412,19
J-413,19
J-424,19
J-447,19
J-448,19
J-466,19
J-467,19
J-487,19
J-500,19
J-505,19
J-591,19
J-740,19
J-741,19
J-769,19
J-771,19
J-777,19
J-779,19
J-930,19
J-984,19
J-985,19
O-Pump-1,-1
O-Pump-2,-1
O-Pump-4,-1
O-Pump-5,-1
I-Pump-1,-1
I-Pump-2,-1
I-Pump-4,-1
I-Pump-5,-1
R-1,-1
R-2,-1
T-1,-1
T-2,-1
T-3,-1
T-4,-1
T-5,-1
