 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1049,73.7322,72.9933,73.6676,76.8918,77.4329,77.8735,77.9969,77.9767,77.4443,76.8177,76.5658,76.3902,76.1415,76.3053,75.8717,76.1999,75.4977,75.7554,74.6418,74.45,73.2842,73.5559,74.0841,75.7307,76.2758,
J-105,60.0479,58.7871,59.7492,62.1347,62.6587,63.0744,63.15,63.0177,62.4167,61.7794,61.5422,61.357,61.1015,61.2964,60.829,61.1994,60.4534,60.7564,59.6167,59.4724,58.2865,58.5711,59.1116,60.92,61.4768,
J-1050,66.1907,64.7645,66.2578,68.5243,69.0168,69.3706,69.3138,68.8004,67.8229,67.0318,66.7537,66.5544,66.321,66.634,66.1519,66.5737,65.732,65.9586,64.5198,64.131,62.7979,63.2784,64.9047,67.1519,67.7897,
J-1051,50.4215,49.1675,49.4472,51.4768,52.0474,52.541,52.742,52.8386,52.3487,51.7434,51.5068,51.328,51.0714,51.2331,50.7808,51.1263,50.4137,50.7117,49.6328,49.5108,48.3617,48.6028,48.9263,50.4497,50.9247,
J-1052,59.1538,57.436,58.5534,60.561,61.0983,61.5512,61.6686,61.5897,61.0101,60.3745,60.1775,59.9704,59.6971,59.9444,59.4089,59.8568,59.035,59.454,58.27,58.3263,57.0721,57.3912,57.6635,59.4557,59.9284,
J-1053,54.7941,53.626,53.9072,56.0341,56.6044,57.0973,57.296,57.3856,56.8933,56.2897,56.0483,55.8727,55.6184,55.7707,55.3296,55.6618,54.9627,55.2454,54.177,54.0402,52.8994,53.1348,53.4822,55.002,55.4821,
J-1054,86.7329,85.3068,86.8001,89.0666,89.5591,89.9129,89.8561,89.3428,88.3654,87.5743,87.2962,87.0969,86.8635,87.1765,86.6944,87.1162,86.2745,86.5011,85.0624,84.6737,83.3405,83.8211,85.4471,87.6942,88.332,
J-1055,89.264,87.8326,89.3237,91.5902,92.0854,92.4462,92.4052,91.9455,91.0249,90.2561,89.9878,89.7884,89.5503,89.8514,89.365,89.7868,88.9517,89.1999,87.7993,87.4613,86.143,86.5996,88.048,90.2381,90.863,
J-1056,74.8052,74.141,74.8609,78.2484,78.7851,79.2176,79.3318,79.3112,78.7633,78.1312,77.8766,77.701,77.4536,77.6202,77.1882,77.5156,76.8126,77.0642,75.9366,75.7291,74.5519,74.8381,75.4212,77.0668,77.6226,
J-1057,80.0906,79.4264,80.1464,83.5338,84.0705,84.503,84.6172,84.5967,84.0487,83.4166,83.162,82.9864,82.739,82.9056,82.4736,82.801,82.098,82.3496,81.222,81.0145,79.8373,80.1235,80.7067,82.3523,82.908,
J-1058,71.6997,68.7495,67.6502,68.7757,69.3956,70.0372,70.3743,70.6972,70.3298,69.7375,69.6082,69.3674,69.0494,69.3501,68.6811,69.262,68.3081,68.9566,67.7261,68.0369,66.6573,67.0523,66.5365,68.1009,68.2301,
J-1059,75.5231,72.5673,71.4706,72.6037,73.2265,73.8734,74.2243,74.5908,74.2691,73.6911,73.5729,73.3305,73.007,73.3038,72.626,73.2137,72.2581,72.931,71.7236,72.0815,70.7079,71.0885,70.4294,71.9485,72.0649,
J-106,76.0553,74.0022,73.0806,74.1275,74.7805,75.4066,75.8109,76.1774,75.866,75.3268,75.1618,74.9555,74.6752,74.8406,74.3293,74.7219,73.9981,74.4332,73.4732,73.6046,72.4794,72.6449,72.211,73.4116,73.7221,
J-1060,55.9069,54.2376,55.3982,57.4565,57.9903,58.4349,58.5394,58.4394,57.8405,57.1975,56.9925,56.7882,56.519,56.7637,56.2385,56.6766,55.8625,56.2598,55.0698,55.0883,53.8395,54.1602,54.5169,56.3294,56.8165,
J-1061,42.6066,39.5738,38.2146,39.1755,39.8068,40.4885,40.8677,41.263,40.9259,40.3636,40.2221,39.9899,39.677,39.9426,39.2988,39.844,38.9302,39.5514,38.3846,38.6836,37.351,37.7,37.0915,38.5525,38.6643,
J-1062,67.8071,66.5315,67.6701,70.1378,70.654,71.0583,71.1129,70.9366,70.3089,69.6595,69.427,69.2363,68.9792,69.1945,68.7122,69.1024,68.3334,68.6525,67.4781,67.3456,66.1356,66.4439,67.0297,68.8991,69.4624,
J-1063,67.3237,66.0481,67.1867,69.6544,70.1706,70.5749,70.6295,70.4533,69.8257,69.1762,68.9438,68.753,68.4959,68.7112,68.229,68.6191,67.8501,68.1693,66.9949,66.8624,65.6524,65.9608,66.5464,68.4158,68.979,
J-1064,65.1675,62.1337,60.7718,61.7305,62.3639,63.0499,63.4387,63.8645,63.5607,63.0131,62.8759,62.6445,62.3299,62.5854,61.9426,62.4837,61.579,62.2076,61.0693,61.393,60.0758,60.4047,59.6959,61.1194,61.2253,
J-1065,57.2932,56.2689,56.5562,58.7938,59.3647,59.8556,60.0562,60.1457,59.6507,59.0497,58.801,58.6304,58.3797,58.5177,58.0932,58.4055,57.7269,57.9862,56.9357,56.776,55.6513,55.8746,56.254,57.7567,58.2467,
J-1066,80.1802,80.4539,81.0452,81.4899,81.9536,82.4835,83.0093,83.5388,83.9928,84.2743,84.304,84.1055,83.8741,83.8471,83.5568,83.6176,83.2699,83.3885,82.9991,83.0389,82.5586,82.3924,81.9108,81.8921,81.6627,
J-1067,94.6047,94.8784,95.4697,95.9144,96.3781,96.908,97.4338,97.9633,98.4173,98.6987,98.7284,98.5299,98.2985,98.2715,97.9813,98.042,97.6944,97.813,97.4235,97.4633,96.983,96.8168,96.3353,96.3166,96.0872,
J-1068,89.6576,89.9307,90.5217,90.9664,91.4305,91.9612,92.489,93.0253,93.4864,93.7706,93.8016,93.603,93.3711,93.3426,93.0518,93.1126,92.7657,92.887,92.5024,92.5485,92.0701,91.9009,91.3971,91.3712,91.1402,
J-1069,53.6591,50.6217,49.2637,50.2283,50.8605,51.5456,51.9321,52.3555,52.0489,51.4981,51.3623,51.1299,50.8142,51.0742,50.4272,50.9735,50.0621,50.6962,49.5484,49.8759,48.5499,48.8872,48.1822,49.6162,49.7189,
J-107,56.0041,54.7396,55.6953,58.0777,58.6021,59.0186,59.0955,58.9655,58.3659,57.7289,57.492,57.3067,57.0511,57.246,56.7783,57.149,56.4028,56.7066,55.5671,55.4247,54.2382,54.523,55.0591,56.8651,57.4208,
J-1070,52.6408,49.5926,48.2484,49.2355,49.8651,50.5477,50.9264,51.3427,51.0328,50.4807,50.3454,50.1125,49.7966,50.0596,49.4095,49.9608,49.0437,49.6821,48.5283,48.8587,47.5271,47.8698,47.1647,48.624,48.7136,
J-1071,52.3835,53.7594,55.3099,64.3875,64.9074,65.3114,65.3754,65.247,64.6642,64.0234,63.7685,63.5911,63.3441,63.5199,63.0835,63.4178,62.7054,62.9584,61.8142,61.6006,60.4153,60.7111,61.3543,63.1366,63.7218,
J-1072,62.3973,63.7731,65.3236,74.4012,74.9211,75.3251,75.3891,75.2609,74.6782,74.0375,73.7825,73.6052,73.3582,73.5339,73.0975,73.4319,72.7195,72.9725,71.8284,71.6149,70.4296,70.7253,71.3682,73.1503,73.7355,
J-1073,60.2615,59.5435,58.6768,59.3978,60.1173,60.722,61.2587,61.6513,61.3777,60.9274,60.6821,60.5399,60.3485,60.2301,60.0635,60.0347,59.8203,59.7501,59.3806,59.0546,58.5129,58.1517,58.018,58.5461,59.2042,
J-1074,46.3779,43.3462,41.9875,42.9484,43.5791,44.2594,44.6352,45.019,44.6698,44.1026,43.9591,43.7269,43.415,43.6831,43.0402,43.5855,42.6703,43.2869,42.1118,42.4001,41.0642,41.4184,40.8479,42.321,42.4356,
J-1075,62.492,59.4593,58.1001,59.061,59.6922,60.3739,60.753,61.1478,60.8101,60.2475,60.106,59.8738,59.5609,59.8266,59.1829,59.7281,58.8143,59.4352,58.268,58.5666,57.2338,57.583,56.9763,58.4378,58.5497,
J-1076,58.2851,55.2523,53.8931,54.854,55.4852,56.167,56.5461,56.941,56.6035,56.041,55.8995,55.6673,55.3544,55.6201,54.9763,55.5216,54.6077,55.2288,54.0617,54.3604,53.0277,53.3768,52.7695,54.2309,54.3428,
J-1077,65.1183,66.4219,66.4704,66.8709,67.5575,68.0827,68.723,69.1586,69.2092,69.1271,68.9387,68.8174,68.6882,68.3981,68.44,68.1384,68.2427,67.8738,67.9258,67.3778,67.3705,66.6028,66.6902,66.4598,67.0838,
J-1078,84.2459,85.5497,85.5983,85.9988,86.6853,87.2102,87.8499,88.2836,88.3323,88.2493,88.0606,87.9393,87.8102,87.5206,87.5627,87.261,87.3651,86.9955,87.0461,86.4963,86.4885,85.7217,85.8153,85.5869,86.2114,
J-1079,62.6548,61.3305,61.6854,63.6701,64.2351,64.7212,64.91,64.9848,64.492,63.8828,63.6504,63.4679,63.2094,63.3835,62.9186,63.2796,62.5507,62.8633,61.7638,61.6482,60.484,60.7397,61.0633,62.6279,63.1033,
J-108,60.6454,59.3819,60.3406,62.7237,63.248,63.6643,63.7409,63.6105,63.0108,62.3738,62.1369,61.9516,61.696,61.8909,61.4232,61.7939,61.0477,61.3515,60.2118,60.0693,58.8827,59.1676,59.7041,61.5107,62.0665,
J-1080,72.9461,73.2197,73.811,74.2557,74.7195,75.2494,75.7754,76.3055,76.7602,77.0419,77.0718,76.8732,76.6417,76.6147,76.3243,76.3851,76.0375,76.1564,75.7674,75.8077,75.3276,75.1612,74.6775,74.6581,74.4286,
J-1081,72.392,73.3296,74.7476,82.6272,83.147,83.5507,83.6141,83.4838,82.8989,82.2574,82.0021,81.8247,81.5779,81.7541,81.3178,81.6522,80.9396,81.1917,80.0462,79.8308,78.6449,78.9415,79.5912,81.3755,81.9612,
J-1082,66.0734,66.989,68.4003,76.2206,76.7404,77.1441,77.2075,77.0772,76.4923,75.8507,75.5955,75.4181,75.1713,75.3475,74.9112,75.2456,74.5329,74.7851,73.6396,73.4241,72.2382,72.5349,73.1846,74.9689,75.5545,
J-1083,87.0329,85.6263,87.0845,89.3948,89.8924,90.2606,90.243,89.8839,89.0582,88.3257,88.0713,87.8728,87.6277,87.9074,87.4169,87.8352,87.0142,87.2927,85.9544,85.6912,84.3982,84.816,85.9835,88.0654,88.675,
J-1084,77.6753,75.4999,74.7936,76.0237,76.65,77.2638,77.6078,77.9227,77.5792,77.0147,76.8618,76.6452,76.3455,76.5751,75.9913,76.4754,75.6372,76.1707,75.0753,75.2815,74.0417,74.3143,73.9059,75.3004,75.5574,
J-1085,59.9925,56.9331,55.5696,56.5331,57.1653,57.8518,58.2382,58.6638,58.3588,57.8087,57.6735,57.4408,57.1245,57.3856,56.7363,57.2854,56.3708,57.009,55.8593,56.1914,54.8626,55.2018,54.4878,55.9247,56.0233,
J-1086,69.5124,68.0855,69.5785,71.845,72.3379,72.6927,72.6382,72.1326,71.1635,70.3756,70.099,69.8996,69.6656,69.9768,69.4941,69.9159,69.0752,69.3049,67.8717,67.4903,66.1594,66.6364,68.2367,70.4755,71.1115,
J-1087,57.4999,54.4671,53.1079,54.0689,54.7001,55.3818,55.7608,56.1556,55.8179,55.2554,55.1138,54.8816,54.5687,54.8344,54.1907,54.7359,53.8221,54.4431,53.2758,53.5744,52.2416,52.5908,51.9841,53.4456,53.5576,
J-1088,49.1681,47.8917,49.0292,51.496,52.0129,52.4183,52.4749,52.3029,51.6783,51.0298,50.7979,50.6071,50.3497,50.5647,50.082,50.4725,49.7034,50.0241,48.8506,48.7209,47.5106,47.8188,48.3958,50.2606,50.8221,
J-1089,68.7974,65.7647,64.4055,65.3664,65.9976,66.6793,67.0584,67.4533,67.1158,66.5533,66.4118,66.1796,65.8667,66.1323,65.4886,66.0338,65.12,65.741,64.5739,64.8726,63.5398,63.889,63.2818,64.7432,64.8551,
J-109,57.2975,56.0357,57.0019,59.3891,59.9129,60.3282,60.4033,60.2698,59.6681,59.0305,58.7934,58.6081,58.3526,58.5479,58.0802,58.451,57.7045,58.0079,56.8673,56.7234,55.5369,55.822,56.3636,58.1737,58.7307,
J-1090,62.5869,63.8905,63.9391,64.3395,65.0261,65.5513,66.1915,66.627,66.6776,66.5953,66.407,66.2857,66.1564,65.8664,65.9083,65.6067,65.711,65.342,65.394,64.8458,64.8385,64.0709,64.1586,63.9284,64.5524,
J-1091,54.6846,53.2601,54.7541,57.0206,57.5122,57.8638,57.8018,57.271,56.2751,55.4767,55.1955,54.9962,54.7644,55.0812,54.6006,55.0223,54.1785,54.398,52.9469,52.5416,51.2037,51.692,53.3759,55.6417,56.2836,
J-1092,86.477,86.7503,87.3414,87.7861,88.2501,88.7805,89.3077,89.8417,90.3005,90.5838,90.6144,90.4158,90.184,90.1561,89.8654,89.9262,89.5791,89.6995,89.3133,89.3573,88.8783,88.7101,88.2136,88.19,87.9596,
J-1093,80,79.321,80.3615,84.0642,84.5816,84.9827,85.0393,84.8901,84.2942,83.6506,83.4003,83.2199,82.9709,83.1562,82.7097,83.0565,82.3312,82.5981,81.4449,81.2483,80.0555,80.3564,80.9949,82.8089,83.3926,
J-1094,80.149,78.1897,77.4985,78.6902,79.3255,79.9366,80.2977,80.6243,80.2825,79.7335,79.5588,79.3588,79.0701,79.2546,78.7173,79.1467,78.367,78.8367,77.8056,77.9483,76.7733,76.9908,76.6404,77.9647,78.2633,
