 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-17,33.2614,24.0103,19.7629,15.0833,10.5031,5.84163,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,
J-18,34.9998,25.7446,21.4975,16.8179,12.2377,7.57982,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,
J-19,34.9738,25.7388,21.4904,16.8111,12.2309,7.55475,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,
J-20,35.4043,26.1715,21.923,17.2437,12.6635,7.98539,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,-200.553,
J-21,34.9701,25.738,21.4894,16.8102,12.23,7.55119,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,-200.986,
J-22,36.2509,27.0343,22.7849,18.1058,13.5256,8.83279,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,
J-23,48.5268,46.3474,41.7369,37.1452,32.5545,21.4822,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,-178.635,
J-24,44.6277,42.4478,37.8373,33.2456,28.6549,17.5831,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,
J-25,33.2536,24.0085,19.7607,15.0813,10.5011,5.8341,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,
J-26,44.4613,35.2629,31.0124,26.3336,21.7533,17.0442,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,
J-27,44.6278,42.4478,37.8373,33.2456,28.6549,17.5832,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,-182.534,
J-28,44.4614,35.2629,31.0124,26.3336,21.7533,17.0443,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,-191.452,
J-29,52.6189,50.6704,46.0518,41.4621,36.8711,25.5856,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,-174.357,
J-30,51.3317,49.3697,44.7517,40.1619,35.571,24.2979,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,
J-31,52.6099,50.6711,46.0521,41.4624,36.8715,25.5771,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,-174.364,
J-32,52.6184,50.6704,46.0518,41.4621,36.8711,25.5851,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,-174.358,
J-35,42.4634,42.5619,37.5888,33.0649,28.4541,15.4565,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,
J-36,42.8967,42.9952,38.0221,33.4982,28.8874,15.8898,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,
J-37,40.4261,38.5586,33.9323,29.3439,24.7525,13.3963,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,-186.54,
J-38,40.8634,38.99,34.3644,29.7759,25.1846,13.8334,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,
J-39,53.0408,51.1046,46.4855,41.8958,37.3048,26.0081,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,-173.933,
J-40,41.5968,41.6965,36.7233,32.1994,27.5886,14.5899,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,
J-41,41.5968,41.6963,36.7231,32.1992,27.5884,14.5899,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,
J-42,41.1635,41.2489,36.278,31.7536,27.143,14.1566,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,
J-43,58.34,56.3035,51.6871,47.0969,42.5061,31.3038,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,-168.485,
J-44,57.4731,55.4368,50.8203,46.2301,41.6393,30.4369,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,-169.37,
J-46,41.2971,39.4232,34.7976,30.2091,25.6178,14.267,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,-185.67,
J-47,40.8641,38.9896,34.3641,29.7756,25.1843,13.834,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,-186.103,
J-48,41.1635,41.2482,36.2774,31.753,27.1424,14.1566,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,-185.78,
J-49,42.8967,42.9952,38.0221,33.4982,28.8874,15.8898,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,-184.047,
J-52,48.8062,46.7706,42.1541,37.5639,32.9731,21.7697,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,-178.152,
J-53,49.6731,47.6373,43.0208,38.4306,33.8398,22.6365,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,
J-54,51.332,49.3697,44.7517,40.1619,35.5709,24.2981,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,-175.648,
J-55,51.335,49.3697,44.7517,40.1619,35.571,24.3011,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,-175.645,
J-56,48.4034,46.3388,41.7234,37.1329,32.5421,21.3651,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,-178.626,
J-57,49.3101,47.2075,42.5936,38.0027,33.412,22.2697,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,-177.764,
J-58,48.4532,46.3415,41.7279,37.1369,32.5462,21.4124,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,
J-59,48.4546,46.3415,41.728,37.137,32.5463,21.4136,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,
J-62,50.9433,48.9365,44.319,39.729,35.1381,23.9077,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,
J-63,50.9436,48.9365,44.319,39.729,35.1381,23.908,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,-176.047,
J-64,53.037,51.105,46.4856,41.896,37.305,26.0045,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,-173.936,
J-65,53.0378,51.1049,46.4856,41.8959,37.305,26.0052,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,-173.935,
J-66,48.8062,46.7706,42.1541,37.5639,32.9731,21.7697,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,-178.15,
J-67,46.0815,44.1764,39.555,34.9657,30.3746,19.0502,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,-180.887,
J-68,46.5155,44.6095,39.9882,35.3989,30.8078,19.4842,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,-180.453,
J-69,49.6717,47.6373,43.0207,38.4305,33.8397,22.6352,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,-177.325,
J-70,51.7255,49.8066,45.1864,40.5969,36.0059,24.6936,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,-175.245,
J-71,41.5968,41.6986,36.725,32.2012,27.5904,14.5899,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,
J-72,41.5968,41.698,36.7245,32.2006,27.5898,14.5899,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,
J-74,49.6107,47.6365,43.0186,38.4287,33.8378,22.5764,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,-177.372,
J-75,50.9413,48.9364,44.3189,39.7289,35.138,23.9058,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,-176.049,
J-76,49.6724,47.6373,43.0208,38.4305,33.8397,22.6358,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,-177.324,
J-77,48.4573,46.3417,41.7283,37.1373,32.5466,21.4162,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,-178.631,
J-78,48.4807,46.3435,41.731,37.1398,32.5491,21.4384,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,
J-79,44.63,44.7031,39.7341,35.2094,30.5989,17.6231,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,-182.313,
J-80,44.1967,44.2698,39.3008,34.7761,30.1656,17.1898,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,-182.747,
J-81,43.8886,42.025,37.3984,32.81,28.2187,16.8589,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,-183.077,
J-82,39.5583,37.6927,33.0662,28.4778,23.8865,12.5286,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,-187.408,
J-83,42.4635,42.5387,37.5694,33.0448,28.4342,15.4566,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,-184.48,
J-84,42.0302,42.1037,37.1347,32.61,27.9995,15.0233,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,-184.913,
J-87,41.5968,41.6965,36.7233,32.1994,27.5886,14.5899,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,-185.347,
J-88,48.2488,46.3426,41.7213,37.132,32.5409,21.2174,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,-178.719,
J-89,41.3066,39.4157,34.7924,30.2035,25.6123,14.2759,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,-185.661,
J-90,53.0395,51.1048,46.4855,41.8959,37.3049,26.0069,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,-173.934,
J-95,38.4844,29.2152,24.9688,20.289,15.7089,11.0637,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,-197.52,
J-97,50.9026,48.9364,44.3184,39.7286,35.1377,23.8686,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,-176.078,
J-98,46.9494,45.0427,40.4214,35.8321,31.241,19.918,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,-180.019,
J-100,54.7485,52.8418,48.2206,43.6313,39.0402,27.7171,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,
J-101,54.7485,52.8418,48.2206,43.6313,39.0402,27.7171,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,
J-102,48.4838,46.3438,41.7314,37.1402,32.5495,21.4414,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,-178.633,
J-103,40.2763,30.9617,26.7181,22.0377,17.4576,12.8533,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,-195.787,
J-104,36.3782,27.0624,22.8189,18.1384,13.5583,8.95527,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,-199.686,
J-106,45.3403,43.3043,38.6878,34.0976,29.5068,18.3039,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,
J-107,45.3403,43.3043,38.6878,34.0976,29.5068,18.3039,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,-181.554,
J-108,45.3403,43.3043,38.6878,34.0976,29.5068,18.3039,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,-181.558,
J-109,51.282,49.3756,44.7543,40.165,35.5739,24.2506,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,
J-110,54.7485,52.8418,48.2206,43.6313,39.0402,27.7171,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,-172.219,
J-111,51.282,49.3756,44.7543,40.165,35.5739,24.2506,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,-175.686,
J-112,45.0295,35.725,31.4808,26.8005,22.2204,17.6071,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,-191.02,
J-113,57.4731,55.4368,50.8203,46.2301,41.6393,30.4368,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,-169.374,
J-114,45.7735,43.7376,39.1211,34.5309,29.9401,18.7371,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,-181.134,
J-115,42.4382,33.1271,28.8833,24.2029,19.6229,15.0155,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,-193.62,
J-116,42.8715,33.5604,29.3166,24.6362,20.0562,15.4488,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,-193.187,
J-117,39.4304,39.5035,34.5345,30.0098,25.3993,12.4235,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,-187.513,
J-136,66.6892,57.3885,53.1441,48.4639,43.8838,39.267,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,-169.355,
J-137,53.6902,44.3896,40.1451,35.4649,30.8848,26.268,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,-182.354,
J-138,59.3231,50.0225,45.778,41.0978,36.5177,31.9009,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,-176.721,
J-203,38.9259,29.6502,25.4042,20.7244,16.1442,11.5049,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,-197.087,
J-204,33.2537,24.0085,19.7608,15.0813,10.5011,5.83416,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,-202.719,
J-215,32.8203,23.5752,19.3274,14.648,10.0678,5.40084,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,-203.153,
