 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-122,88.784,89.4618,90.1272,90.7678,91.3492,91.841,93.194,93.0204,92.8348,92.8225,92.8273,92.8408,92.8709,92.958,93.0462,93.1247,93.1626,93.0968,92.8796,92.4774,92.1003,91.8472,92.6976,94.0475,95.2565,
J-123,68.2673,68.5345,69.1492,69.7914,70.3746,70.8511,72.0276,71.9855,71.8289,71.8276,71.8497,71.8586,71.8823,71.9469,72.0338,72.1245,72.1947,72.1891,72.0353,71.6308,71.1919,70.9198,71.4482,72.7894,74.1838,
J-124,67.9741,68.2699,68.8897,69.5327,70.1157,70.5922,71.7674,71.7195,71.5696,71.578,71.6057,71.6166,71.6408,71.7048,71.7911,71.8816,71.9522,71.9483,71.7972,71.395,70.958,70.6866,71.2088,72.5449,73.9316,
J-125,59.777,60.0824,60.7132,61.3642,61.9543,62.4377,63.7063,63.6347,63.4541,63.4299,63.4448,63.4559,63.4831,63.5534,63.6455,63.7398,63.8105,63.805,63.654,63.2518,62.8149,62.545,63.1247,64.5183,65.9305,
J-126,62.0501,62.3557,62.9864,63.6371,64.227,64.71,65.974,65.9029,65.7231,65.6996,65.714,65.7243,65.7505,65.82,65.9113,66.0047,66.0747,66.0684,65.9161,65.5126,65.0744,64.8036,65.382,66.7741,68.1854,
J-127,61.8163,61.8933,62.4827,63.1264,63.7206,64.2109,65.5051,65.5088,65.3063,65.2142,65.1848,65.1772,65.1991,65.2715,65.3675,65.4635,65.5328,65.5185,65.35,64.9365,64.4792,64.1922,64.7907,66.1947,67.6567,
J-128,85.322,85.7196,86.3433,86.9788,87.5554,88.032,89.1131,89.1042,89.0416,89.1236,89.1714,89.1821,89.2002,89.2538,89.3293,89.4117,89.4786,89.4755,89.3277,88.9267,88.489,88.2129,88.6482,89.862,91.162,
J-129,73.527,73.8169,74.4202,75.0328,75.5674,75.9773,77.0025,76.7918,76.5104,76.4654,76.4641,76.4693,76.499,76.583,76.6723,76.7559,76.8057,76.752,76.5266,76.0453,75.5985,75.3783,76.2529,77.7147,79.1059,
J-13,84.3144,85.2781,86.0684,86.8138,87.5138,88.1366,91.2008,90.5785,89.9426,89.649,89.5124,89.4861,89.5279,89.6738,89.794,89.8806,89.8904,89.7235,89.3399,88.7334,88.2415,88.0249,89.7919,91.9183,93.5667,
J-130,96.3156,97.3853,98.1505,98.5861,98.5966,98.1442,97.2617,94.2065,91.7581,90.9612,90.6278,90.6385,90.8282,91.3208,91.5355,91.5816,91.3521,90.5104,89.0395,87.1324,86.4119,86.9728,94.1473,98.2753,100.139,
J-132,60.0889,60.3606,60.9855,61.6355,62.2261,62.7102,63.9819,63.9187,63.7367,63.7055,63.7156,63.7245,63.751,63.8215,63.9139,64.0084,64.0791,64.0726,63.9192,63.5157,63.0759,62.8036,63.3857,64.7826,66.2008,
J-133,64.1632,64.6275,65.2647,65.9091,66.4936,66.9773,68.1281,68.1021,68.0151,68.072,68.1294,68.1516,68.1775,68.2361,68.3195,68.41,68.4851,68.4969,68.3714,67.9872,67.5613,67.2927,67.7403,69.0003,70.32,
J-134,64.1549,64.619,65.2561,65.9003,66.4845,66.968,68.1184,68.0923,68.0052,68.0621,68.1195,68.1416,68.1675,68.2262,68.3095,68.4,68.475,68.4868,68.3613,67.9772,67.5514,67.283,67.7305,68.9902,70.3096,
J-135,119.628,120.182,120.76,121.355,121.946,122.51,123.309,123.821,124.181,124.384,124.466,124.482,124.483,124.5,124.552,124.619,124.683,124.711,124.639,124.403,124.057,123.718,123.574,124.106,124.881,
J-136,139.486,140.031,140.609,141.202,141.787,142.335,143.158,143.599,143.907,144.092,144.154,144.158,144.153,144.168,144.215,144.275,144.328,144.338,144.241,143.976,143.612,143.28,143.206,143.801,144.622,
J-137,20.3632,20.7667,21.0092,21.0709,20.9085,20.5211,19.9158,18.3942,17.2952,16.9401,16.7978,16.8003,16.8739,17.0632,17.1395,17.1471,17.0474,16.721,16.1785,15.5119,15.3005,15.5517,18.4007,20.1948,20.9329,
J-138,62.8944,63.1999,63.8303,64.4806,65.0699,65.5525,66.8139,66.7428,66.5632,66.54,66.5542,66.5641,66.59,66.6591,66.75,66.8431,66.9127,66.9061,66.7534,66.3494,65.911,65.6401,66.2181,67.6089,69.0192,
J-139,78.3997,79.079,79.8323,80.5179,81.097,81.5377,84.2029,83.2498,82.343,81.9115,81.7092,81.6725,81.7306,81.9225,82.0621,82.1505,82.1363,81.8924,81.3862,80.6378,80.097,79.949,82.4041,84.9221,86.704,
J-14,77.6245,78.31,79.0646,79.7516,80.3323,80.7752,83.4517,82.4998,81.5942,81.1637,80.962,80.9256,80.9839,81.1758,81.3156,81.4042,81.3904,81.1472,80.642,79.8947,79.3544,79.2061,81.6577,84.1748,85.9569,
J-140,89.4627,90.1384,90.8874,91.5693,92.1452,92.583,95.1997,94.2529,93.3508,92.9212,92.7186,92.6795,92.7341,92.9217,93.0574,93.1421,93.125,92.8794,92.3714,91.6218,91.0779,90.9251,93.3652,95.8721,97.6469,
J-141,96.2198,97.0975,97.8831,98.5985,99.225,99.7322,102.583,101.706,100.872,100.488,100.309,100.273,100.321,100.494,100.623,100.705,100.693,100.467,99.9922,99.2815,98.7504,98.6016,99.4082,103.238,104.996,
J-142,95.2052,96.083,96.8688,97.5842,98.2104,98.7174,101.571,100.693,99.8577,99.4737,99.2939,99.2584,99.3073,99.4806,99.6094,99.6923,99.6804,99.4546,98.9793,98.2685,97.7377,97.5818,98.392,102.231,103.988,
J-143,95.5146,96.3925,97.1785,97.8943,98.5213,99.0292,101.885,101.008,100.175,99.7911,99.6115,99.5758,99.6245,99.7975,99.9262,100.009,99.9973,99.7719,99.2971,98.5869,98.0559,97.9016,98.7076,102.544,104.301,
J-144,70.5517,71.0264,71.6725,72.3242,72.9132,73.3968,74.6801,74.5832,74.4012,74.3868,74.405,74.4168,74.4408,74.5075,74.5954,74.6851,74.7503,74.7441,74.5934,74.1889,73.7548,73.487,74.0682,75.4574,76.8527,
J-145,63.6171,64.092,64.7398,65.3932,65.9838,66.4689,67.7652,67.6684,67.4847,67.4687,67.4884,67.5028,67.5295,67.599,67.6898,67.782,67.8496,67.845,67.6987,67.2985,66.8678,66.6023,67.1858,68.5809,69.9791,
J-146,72.4585,72.9373,73.5835,74.2348,74.8236,75.3073,76.5905,76.4934,76.3128,76.2995,76.3179,76.3296,76.3527,76.4182,76.5053,76.5941,76.6588,76.6534,76.5028,76.0988,75.6651,75.3967,75.9732,77.3599,78.7519,
J-147,74.8395,75.1696,75.7912,76.4318,77.0119,77.4868,78.6306,78.5879,78.461,78.4909,78.5255,78.5363,78.5581,78.618,78.7002,78.7877,78.8566,78.8528,78.7026,78.3007,77.8634,77.5904,78.0872,79.3921,80.7536,
J-148,76.9834,77.3147,77.9361,78.5761,79.1558,79.6303,80.7697,80.7274,80.6026,80.6346,80.6692,80.6794,80.7004,80.7595,80.8407,80.9273,80.9955,80.9911,80.8405,80.4381,80.0001,79.7264,80.2194,81.5206,82.8796,
J-149,78.7758,79.2738,79.9202,80.5691,81.1558,81.6395,82.895,82.8095,82.6565,82.6643,82.6945,82.71,82.7292,82.786,82.8682,82.9541,83.0188,83.0273,82.8848,82.4911,82.0632,81.7926,82.3116,83.6607,85.0189,
J-15,81.5355,82.4899,83.2882,84.0306,84.7129,85.3046,88.3863,87.6698,86.9615,86.6345,86.4829,86.4545,86.5005,86.6581,86.7837,86.8716,86.8763,86.6915,86.2801,85.6422,85.1385,84.9342,86.8667,89.1126,90.8118,
J-150,78.606,79.1053,79.7469,80.3908,80.9754,81.4607,82.6251,82.591,82.5041,82.5554,82.6118,82.637,82.6533,82.6973,82.7744,82.8596,82.9301,82.96,82.8274,82.4442,82.0207,81.7483,82.1758,83.4316,84.7335,
J-151,77.7208,78.2199,78.8612,79.5051,80.0899,80.5758,81.7365,81.7068,81.624,81.6777,81.7355,81.7613,81.778,81.8219,81.8991,81.9846,82.0557,82.0865,81.9549,81.5725,81.1496,80.8774,81.3004,82.55,83.8487,
J-152,108.084,108.681,109.41,110.075,110.629,111.041,113.491,112.538,111.626,111.186,110.976,110.932,110.982,111.165,111.296,111.375,111.351,111.096,110.575,109.812,109.258,109.168,110.356,114.073,115.842,
J-153,102.417,103.017,103.747,104.413,104.969,105.383,107.855,106.899,105.985,105.544,105.335,105.291,105.343,105.529,105.661,105.742,105.719,105.466,104.946,104.183,103.632,103.506,104.701,108.464,110.234,
J-154,98.5957,99.0163,99.6362,100.25,100.787,101.206,102.135,101.963,101.785,101.832,101.848,101.853,101.875,101.949,102.026,102.101,102.144,102.087,101.856,101.364,100.909,100.681,101.485,102.816,104.117,
J-155,101.732,102.152,102.771,103.386,103.927,104.352,105.286,105.135,104.969,105.02,105.036,105.04,105.061,105.132,105.209,105.282,105.325,105.269,105.041,104.553,104.096,103.863,104.647,105.952,107.244,
J-156,71.9215,72.4217,73.0648,73.7102,74.2958,74.7818,75.9591,75.9219,75.8308,75.8795,75.9354,75.9622,75.9817,76.0306,76.1109,76.1986,76.2707,76.3014,76.174,75.7944,75.3741,75.1044,75.5392,76.804,78.1104,
J-157,74.0966,74.5966,75.2393,75.8843,76.4696,76.9554,78.1288,78.0924,78.0022,78.0515,78.1073,78.1336,78.1521,78.1995,78.2788,78.3657,78.4372,78.4676,78.3382,77.9572,77.5358,77.2653,77.6987,78.9612,80.2665,
J-158,86.5971,87.5499,88.3286,89.06,89.7427,90.3453,93.324,92.6831,92.036,91.74,91.6023,91.5756,91.6171,91.7632,91.8815,91.9654,91.9716,91.7994,91.4095,90.7985,90.3104,90.1031,91.8976,94.0174,95.6464,
J-159,84.2729,85.2366,86.0268,86.7719,87.4714,88.0935,91.1554,90.5313,89.8941,89.6001,89.4633,89.437,89.4789,89.6251,89.7453,89.8319,89.8415,89.6742,89.2899,88.6826,88.1907,87.9746,89.7452,91.873,93.5216,
J-16,81.5527,82.4946,83.2939,84.0322,84.7012,85.2712,88.3413,87.5725,86.8233,86.4767,86.3158,86.2856,86.3335,86.4972,86.6254,86.7134,86.7146,86.5191,86.0907,85.4329,84.9209,84.7238,86.7528,89.0647,90.7906,
J-160,80.9875,81.9511,82.7465,83.493,84.1907,84.7919,87.8547,87.1234,86.3971,86.064,85.9098,85.8819,85.9296,86.0911,86.2176,86.3048,86.3065,86.1139,85.6892,85.0348,84.5291,84.3366,86.3305,88.582,90.2723,
J-161,61.2959,61.5675,62.1919,62.8413,63.4312,63.9147,65.1827,65.1194,64.9378,64.9069,64.9167,64.925,64.9511,65.0211,65.1131,65.2071,65.2773,65.2702,65.1161,64.712,64.2719,63.9993,64.581,65.9763,67.393,
J-162,95.4503,96.0611,96.6375,97.1753,97.6394,98.0038,99.03,98.7106,98.4238,98.3669,98.3485,98.3539,98.3817,98.4705,98.5466,98.6065,98.6199,98.5195,98.2652,97.8436,97.4997,97.3156,98.3574,99.6739,100.753,
J-163,99.4246,100.109,100.777,101.424,102.014,102.517,103.88,103.735,103.572,103.567,103.573,103.583,103.608,103.688,103.772,103.848,103.886,103.825,103.615,103.222,102.841,102.572,103.356,104.685,105.896,
J-164,64.0923,64.5664,65.2049,65.8494,66.4339,66.918,68.0725,68.0447,67.9566,68.0116,68.0686,68.0912,68.117,68.1753,68.2586,68.3491,68.424,68.4371,68.3129,67.9295,67.5046,67.2365,67.6843,68.9468,70.2645,
J-165,66.5822,67.0557,67.6939,68.3383,68.9227,69.4067,70.5583,70.5311,70.4438,70.4995,70.5556,70.5772,70.602,70.6595,70.7419,70.8316,70.9056,70.9179,70.7923,70.4072,69.9808,69.7116,70.1584,71.4189,72.7361,
J-166,100.546,101.142,101.872,102.539,103.097,103.513,105.997,105.049,104.14,103.7,103.491,103.448,103.5,103.686,103.818,103.9,103.878,103.627,103.111,102.352,101.802,101.662,102.844,106.615,108.383,
J-167,123.756,124.203,124.896,125.538,126.072,126.465,128.743,127.848,126.971,126.529,126.314,126.263,126.307,126.48,126.605,126.679,126.653,126.405,125.895,125.148,124.591,124.561,125.737,129.235,130.976,
J-168,96.3606,97.1692,97.9422,98.6461,99.2557,99.7398,102.513,101.617,100.762,100.362,100.174,100.136,100.186,100.362,100.493,100.575,100.561,100.329,99.8442,99.1216,98.5843,98.4312,99.3262,103.163,104.928,
J-169,90.9529,91.762,92.5364,93.2413,93.8517,94.3366,97.1303,96.231,95.3744,94.974,94.7861,94.7495,94.8009,94.9795,95.1115,95.196,95.1834,94.9523,94.4681,93.7464,93.2111,93.0408,95.3508,97.8057,99.5709,
J-17,96.2017,96.7786,97.4219,98.06,98.6466,99.1467,100.282,100.303,100.296,100.387,100.461,100.481,100.49,100.517,100.583,100.661,100.729,100.759,100.62,100.237,99.8178,99.5395,99.904,101.05,102.256,
J-170,75.3409,76.2231,77.0173,77.7404,78.3748,78.8901,81.8446,80.9595,80.1187,79.7319,79.5532,79.5224,79.5778,79.759,79.8952,79.985,79.979,79.7577,79.2875,78.5806,78.0553,77.8851,80.1542,82.5962,84.3647,
J-171,83.5169,84.3969,85.1875,85.9076,86.5391,87.0516,89.966,89.086,88.2494,87.8643,87.6855,87.6527,87.7053,87.883,88.016,88.103,88.0948,87.8722,87.4008,86.6935,86.1661,85.9922,88.2482,90.6811,92.4438,
J-172,77.3171,78.1988,78.9922,79.7149,80.3492,80.8646,83.812,82.9298,82.0913,81.7053,81.5267,81.4954,81.5501,81.7302,81.8656,81.9548,81.9485,81.7272,81.2575,80.5512,80.0254,79.8538,82.1163,84.5549,86.3221,
J-173,90.4979,91.3763,92.1637,92.8804,93.5079,94.0159,96.8902,96.0091,95.1719,94.7871,94.6075,94.5731,94.6236,94.7989,94.9294,95.0139,95.0032,94.7782,94.3037,93.5935,93.0641,92.8888,95.1443,97.5737,99.3319,
J-174,77.1154,77.6135,78.2547,78.8987,79.4834,79.9693,81.1293,81.0995,81.016,81.0693,81.1263,81.1516,81.1688,81.2139,81.2915,81.3772,81.4484,81.4782,81.3473,80.9648,80.5417,80.2696,80.6945,81.9454,83.2452,
J-175,69.339,69.8245,70.4648,71.1094,71.6945,72.1796,73.3366,73.3075,73.2202,73.2734,73.329,73.351,73.3741,73.4287,73.5098,73.5984,73.6719,73.6887,73.5638,73.1805,72.7559,72.4861,72.9268,74.1879,75.4996,
J-176,87.635,88.5138,89.302,90.0195,90.6477,91.1565,94.0431,93.1607,92.3225,91.9373,91.7579,91.7241,91.7756,91.952,92.0836,92.169,92.1591,91.9346,91.4608,90.7511,90.2227,90.0487,92.3076,94.739,96.4984,
J-177,95.034,95.9118,96.6976,97.413,98.0394,98.5464,101.401,100.522,99.6871,99.3031,99.1233,99.0878,99.1367,99.3102,99.439,99.522,99.5101,99.2844,98.8091,98.0983,97.5675,97.4104,98.2209,102.062,103.819,
J-178,94.3864,95.2636,96.049,96.764,97.3899,97.8965,100.751,99.8724,99.0374,98.6536,98.474,98.4386,98.4878,98.6613,98.7903,98.8734,98.8616,98.6361,98.1612,97.4509,96.9207,96.7592,97.5703,101.414,103.17,
J-179,92.6508,93.5292,94.3163,95.033,95.6608,96.1694,99.038,98.1598,97.3246,96.9405,96.761,96.726,96.7757,96.9499,97.0797,97.1635,97.1525,96.9275,96.4532,95.7433,95.2131,95.0376,95.8491,99.7118,101.47,
J-18,113.035,113.473,114.113,114.692,115.154,115.47,117.525,116.562,115.656,115.219,115.011,114.97,115.022,115.204,115.33,115.402,115.374,115.119,114.609,113.874,113.363,113.254,115.707,118.083,119.715,
J-180,91.8995,92.7778,93.5648,94.2815,94.9092,95.4178,98.2885,97.4101,96.5749,96.1908,96.0113,95.9766,96.0265,96.201,96.3309,96.415,96.4041,96.1794,95.7054,94.9957,94.466,94.2893,96.5392,98.9661,100.724,
J-181,82.3497,83.0891,83.8526,84.5474,85.1411,85.6021,88.3339,87.4034,86.518,86.1002,85.9045,85.8683,85.924,86.1108,86.2476,86.3348,86.3218,86.0838,85.5877,84.8512,84.3134,84.1563,86.5496,89.0412,90.8166,
J-182,86.8709,87.7501,88.5387,89.2565,89.8851,90.3942,93.285,92.402,91.5634,91.1779,90.9986,90.965,91.0167,91.1935,91.3253,91.411,91.4014,91.177,90.7033,89.9935,89.4653,89.2916,91.5519,93.9843,95.7445,
J-183,75.8199,76.0297,76.6322,77.2709,77.8535,78.3299,79.4982,79.4752,79.3112,79.2916,79.299,79.3003,79.3201,79.3833,79.4689,79.5574,79.624,79.6126,79.4502,79.0377,78.5908,78.3133,78.848,80.1889,81.5921,
J-184,99.3256,100.202,100.986,101.699,102.324,102.83,105.663,104.789,103.956,103.574,103.394,103.357,103.405,103.576,103.703,103.785,103.772,103.546,103.07,102.359,101.828,101.702,102.503,106.302,108.057,
J-185,81.7118,82.6687,83.4661,84.206,84.8844,85.4714,88.5357,87.8345,87.1265,86.797,86.644,86.6157,86.6626,86.8221,86.9481,87.0355,87.0385,86.8491,86.4292,85.7798,85.2739,85.0769,87.0384,89.2605,90.9557,
J-186,57.6164,58.4723,59.1528,59.7309,60.1878,60.497,62.6321,61.5004,60.5146,60.1139,59.9369,59.9179,59.9866,60.1878,60.315,60.3839,60.3446,60.0657,59.5263,58.7667,58.3142,58.2919,60.9489,63.2994,64.8174,
J-187,105.615,106.056,106.674,107.29,107.837,108.274,109.186,109.008,108.822,108.871,108.885,108.888,108.909,108.982,109.059,109.132,109.172,109.109,108.871,108.376,107.917,107.684,108.524,109.857,111.108,
J-188,62.8608,63.1916,63.8265,64.4778,65.0672,65.5496,66.8089,66.7333,66.5558,66.538,66.5557,66.5671,66.5934,66.6622,66.7527,66.8456,66.9155,66.9099,66.7588,66.3558,65.9189,65.6489,66.2232,67.6115,69.0182,
J-189,45.3518,45.2411,45.7852,46.3896,46.9444,47.3966,48.8197,48.7454,48.4494,48.2353,48.1341,48.1069,48.1314,48.2223,48.3277,48.4232,48.4794,48.4336,48.2286,47.8066,47.3543,47.0867,47.9446,49.4797,50.9284,
J-19,110.773,111.227,111.915,112.548,113.067,113.44,115.706,114.767,113.862,113.413,113.197,113.15,113.2,113.382,113.511,113.589,113.564,113.31,112.793,112.038,111.49,111.387,112.662,116.265,117.998,
J-190,48.2261,48.0927,48.6701,49.32,49.9262,50.4319,51.9992,51.9927,51.7292,51.5172,51.4157,51.3861,51.4087,51.4969,51.6072,51.7105,51.777,51.7453,51.5529,51.1316,50.6514,50.3458,51.1236,52.7017,54.2406,
J-191,59.0817,59.2536,59.8645,60.5137,61.1077,61.5964,62.916,62.8716,62.6716,62.6025,62.5895,62.59,62.615,62.6885,62.7842,62.8802,62.95,62.9382,62.7762,62.3676,61.9186,61.6389,62.253,63.6803,65.1265,
J-192,74.2136,75.096,75.8906,76.614,77.2488,77.7643,80.724,79.8381,78.9966,78.6096,78.4309,78.4003,78.4561,78.6378,78.7744,78.8646,78.859,78.6377,78.1677,77.4608,76.9358,76.7662,79.0374,81.4805,83.2497,
J-193,86.0125,86.8904,87.6781,88.395,89.0227,89.5309,92.4198,91.5375,90.6996,90.3146,90.1355,90.1022,90.1541,90.331,90.4629,90.5486,90.5392,90.3152,89.8424,89.1338,88.6066,88.4336,90.6919,93.1214,94.8791,
J-194,77.3441,77.8492,78.4957,79.1437,79.73,80.2138,81.4445,81.3718,81.2397,81.262,81.3011,81.3202,81.3392,81.3931,81.4744,81.5606,81.6273,81.6439,81.5077,81.12,80.6949,80.4243,80.9135,82.2368,83.576,
J-195,77.1867,77.6761,78.3232,78.974,79.5627,80.0473,81.3343,81.2368,81.0616,81.053,81.074,81.0863,81.107,81.1686,81.2532,81.3401,81.4035,81.4031,81.2545,80.8545,80.4238,80.1542,80.7108,82.0891,83.4695,
J-196,43.9957,43.5599,44.1103,44.7726,45.4135,45.9716,47.8825,48.0162,47.782,47.4533,47.2679,47.2037,47.2158,47.3034,47.4222,47.5325,47.6034,47.5762,47.3931,47.0067,46.4958,46.1259,46.8623,48.5114,50.1174,
J-197,40.4761,39.9655,40.5065,41.1684,41.8131,42.3775,44.3125,44.4885,44.2692,43.9224,43.7228,43.6524,43.6627,43.7495,43.8701,43.9826,44.0562,44.0332,43.856,43.4807,42.9663,42.5845,43.2903,44.9304,46.543,
J-198,84.645,85.2535,85.8156,86.3205,86.7318,87.0238,87.9089,87.4169,87.0013,86.8981,86.8613,86.8684,86.9067,87.0181,87.1009,87.1587,87.158,87.0191,86.7075,86.2232,85.8801,85.7536,87.1241,88.5694,89.6539,
J-199,97.3468,98.0272,98.695,99.3435,99.938,100.448,101.829,101.706,101.561,101.563,101.572,101.583,101.608,101.685,101.769,101.846,101.887,101.832,101.633,101.252,100.874,100.6,101.336,102.645,103.851,
J-2,96.1332,96.5747,97.2747,97.9253,98.4675,98.8677,101.251,100.352,99.4707,99.0247,98.8098,98.764,98.8146,98.997,99.1301,99.2128,99.1953,98.953,98.4508,97.7095,97.1602,97.0023,99.4018,101.866,103.617,
J-20,123.098,123.548,124.215,124.819,125.304,125.637,127.747,126.763,125.83,125.378,125.161,125.114,125.164,125.348,125.475,125.547,125.515,125.249,124.718,123.951,123.412,123.37,124.758,128.263,129.962,
